pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
1630,"All thoughts of ill, all evil deeds","","",,"Henry W. Longfellow","",,,,all_thoughts_of_ill_all_evil_deeds,""
1631,"Art is long, and time is fleeting","","",,"Henry W. Longfellow","",,,,art_is_long_and_time_is_fleeting,""
1632,"As a fond mother, when the day is o'er","","",,"Henry W. Longfellow","",,,,as_a_fond_mother_when_the_day_is_oer,""
1633,"As torrents in summer","","",,"Henry W. Longfellow","",,,,as_torrents_in_summer,""
1634,"Augustine well and truly said","Toiling upward","",,"Henry W. Longfellow","",,,,augustine_well_and_truly_said,""
1635,"Down the dark future, through long generations","","",,"Henry W. Longfellow","",,,,down_the_dark_future_through_long_genera,""
1636,"Hadst thou stayed, I must have fled","","",,"Henry W. Longfellow","",,,,hadst_thou_stayed_i_must_have_fled,""
1637,"I heard the bells on Christmas day","I Heard the Bells on Christmas Day","",,"Henry W. Longfellow","",,,8.8.8.8,i_heard_the_bells_on_christmas_day,""
1638,"I heard the trailing garments of the night","Hymn to the night","",,"Henry W. Longfellow","",,,,i_heard_the_trailing_garments_of_the_nig,""
1639,"I like that ancient Saxon phrase which calls","God's acre","",,"Henry W. Longfellow","",,,,i_like_that_ancient_saxon_phrase_which_c,""
1640,"I stand without here in the porch","","",,"Henry W. Longfellow","",,,,i_stand_without_here_in_the_porch,""
1641,"Into the silent land, Ah, who shall lead us thither","","",,"Henry W. Longfellow","",,,,into_the_silent_land_ah_who_shall_lead_u,""
1642,"Into what land of harvests what plantations","Palingenesis","",,"Henry W. Longfellow","",,,,into_what_land_of_harvestswhat_plantatio,""
1643,"Is it so far from thee","The chamber over the gate","",,"Henry W. Longfellow","",,,,is_it_so_far_from_thee,""
1644,"Life is real, life is earnest","","",,"Henry W. Longfellow","",,,,life_is_real_life_is_earnest,""
1645,"O gift of God, O perfect day","A day of sunshine","",,"Henry W. Longfellow","",,,,o_gift_of_god_o_perfect_day,""
1646,"O little feet, that such long years","","",,"Henry W. Longfellow","",,,,o_little_feet_that_such_long_years,""
1647,"O then, sail on, thou ship of state","","",,"Henry W. Longfellow","",,,,o_then_sail_on_thou_ship_of_state,""
1648,"Sail on, sail on, O thou ship of state","","",,"Henry W. Longfellow","",,,,sail_on_sail_on_o_thou_ship_of_state,""
1649,"Saint Augustine has truly said","","",,"Henry W. Longfellow","",,,,saint_augustine_has_truly_said,""
1650,"Saint Augustine well hast thou said","The ladder of Saint Augustine","",,"Henry W. Longfellow","",,,,saint_augustine_well_hast_thou_said,""
1651,"Sleep, comrades, sleep, sleep and rest","","",,"Henry W. Longfellow","",,,,sleep_comrades_sleep_sleep_and_rest,""
1652,"Stars of the summer night","She sleeps, my lady sleeps","",,"Henry W. Longfellow","",,,,stars_of_the_summer_night,""
1653,"Take them, O death, and bear away","Suspiria","",,"Henry W. Longfellow","",,,,take_them_o_death_and_bear_away,""
1654,"Tell me not, in mournful numbers","","",,"Henry W. Longfellow","",,,,tell_me_not_in_mournful_numbers,""
1655,"The day is cold, and dark, and dreary","","",,"Henry W. Longfellow","",,,,the_day_is_cold_and_dark_and_dreary,""
1656,"The Savior said, Yet one thing more","","",,"Henry W. Longfellow","",,,,the_savior_said_yet_one_thing_more,""
1657,"There is a flock, however watched and tended","","",,"Henry W. Longfellow","",,,,there_is_a_flock_however_watched_and_ten,""
1658,"There is a land, a sunny land","The sunny land","If the cross we meekly bear",,"Henry W. Longfellow","",,,,there_is_a_land_a_sunny_land,""
1659,"There is no death, what seems so is transition","","",,"Henry W. Longfellow","",,,,there_is_no_death_what_seems_so_is_trans,""
1660,"There is no flock, however watched and tended","","",,"Henry W. Longfellow","",,,,there_is_no_flock_however_watched_and_te,""
1661,"Two angels, one of life and one of death","The two angels","",,"Henry W. Longfellow","",,,,two_angels_one_of_life_and_one_of_death,""
1662,"We have not wings, we cannot soar","","",,"Henry W. Longfellow","",,,,we_have_not_wings_we_cannot_soar,""
1663,"We're half the power that fills the world","The arsenal at Springfield","",,"Henry W. Longfellow","",,,,were_half_the_power_that_fills_the_world,""
1664,"When Christ was born in Bethlehem (Longfellow)","","",,"Henry W. Longfellow","",,,,when_christ_was_born_in_bethlehem_longf,""
1665,"When the hours of day are numbered","Footsteps of angels","",,"Henry W. Longfellow","",,,,when_the_hours_of_day_are_numbered,""
1666,"And will the mighty God","","",,"George Rawson","",,,,and_will_the_mighty_god,""
1667,"Come to our poor nature's night","Come to our poor nature's night","",English,"George Rawson","",,,7.7.7.5,come_to_our_poor_natures_night,""
1668,"Father of love and power","","",,"George Rawson","",,,,father_of_love_and_power,""
1669,"God the Father, be thou near","","",,"George Rawson","",,,,god_the_father_be_thou_near,""
1670,"Holy Ghost, the Infinite","Holy Ghost","",,"George Rawson","",,,,holy_ghost_the_infinite,""
1671,"Holy one, the infinite","","",,"George Rawson","",,,,holy_one_the_infinite,""
1672,"Holy Spirit, in thy might, shine","","",,"George Rawson","",,,,holy_spirit_in_thy_might_shine,""
1673,"Holy Spirit, lamp of light","","",,"George Rawson","",,,,holy_spirit_lamp_of_light,""
1674,"Immersed beneath the closing wave","","",,"George Rawson","",,,,immersed_beneath_the_closing_wave,""
1675,"In the dark and cloudy day","","",,"George Rawson","",,,,in_the_dark_and_cloudy_day,""
1676,"Lord, when thy way is in the sea","","",,"George Rawson","",,,,lord_when_thy_way_is_in_the_sea,""
1677,"My Father, it is good for me","","",,"George Rawson","",,,,my_father_it_is_good_for_me,""
1678,"Praise ye the Lord, immortal choir in heavenly heights above","","",,"George Rawson","",,,,praise_ye_the_lord_immortal_choir_in_hea,""
1679,"Reaper, behold the fields are white","","",,"George Rawson","",,,,reaper_behold_the_fields_are_white,""
1680,"Soul, thy week of toil is ended","","",,"George Rawson","",,,,soul_thy_week_of_toil_is_ended,""
1681,"Thou who hast known the careworn breast","","",,"George Rawson","",,,,thou_who_hast_known_the_careworn_breast,""
1682,"Walking with thee, my God","","",,"George Rawson","",,,,walking_with_thee_my_god,""
1683,"Who dares to bind to his dull sense","","",,"George Rawson","",,,,who_dares_to_bind_to_his_dull_sense,""
1684,"With gladness we worship, Rejoice as we sing","","",,"George Rawson","",,,,with_gladness_we_worship_rejoice_as_we_s,""
1685,"Ye hosts of heaven, ye mighty ones","","",,"George Rawson","",,,,ye_hosts_of_heaven_ye_mighty_ones,""
1686,"By Christ redeemed, in Christ restored","","",English,"George Rawson","",,,8.8.8.8,by_christ_redeemed_in_christ_restored,""
1687,"Father, in high heaven dwelling","","",English,"George Rawson","",,,8.8.7.8.8.7,father_in_high_heaven_dwelling,""
1688,"God the Lord is King","God the Lord Is King","",English,"George Rawson","",,,8.7.8.7.8.7,god_the_lord_is_king_before_him,""
1689,"Thou who Thyself didst sanctify","Thou who Thyself didst sanctify","",English,"George Rawson","",,,8.6.8.6,thou_who_thyself_didst_sanctify,""
1690,"We limit not the truth of God","","",English,"George Rawson","",,,8.6.8.6 D,we_limit_not_the_truth_of_god,""
1691,"Amidst all blessings from his hand","","",,"George Barrell Cheever","",,,,amidst_all_blessings_from_his_hand,""
1692,"Amidst temptation and distress","","",,"George Barrell Cheever","",,,,amidst_temptation_and_distress,""
1693,"Blest be the wondrous grace","","",,"George Barrell Cheever","",,,,blest_be_the_wondrous_grace,""
1694,"Grace takes away my sin","","",,"George Barrell Cheever","",,,,grace_takes_away_my_sin,""
1695,"Lord, I would make thy matchless grace","","",,"George Barrell Cheever","",,,,lord_i_would_make_thy_matchless_grace,""
1696,"Lord, I would make thy matchless grace My soul's delight and hiding place;","","",,"George Barrell Cheever","",,,,lord_i_would_make_thy_matchless_grace_my,""
1697,"My gracious God, my soul hungers and thirsts","","",,"George Barrell Cheever","",,,,my_gracious_god_my_soul_hungers_and_thir,""
1698,"My Lord, I would be thine, would sing thy love divine","","",,"George Barrell Cheever","",,,,my_lord_i_would_be_thine_would_sing_thy_,""
1699,"O could I keep, from hour to hour","","",,"George Barrell Cheever","",,,,o_could_i_keep_from_hour_to_hour,""
1700,"O how I love the holy light","","",,"George Barrell Cheever","",,,,o_how_i_love_the_holy_light,""
1701,"O Lord, my heart would fain retreat","","",,"George Barrell Cheever","",,,,o_lord_my_heart_would_fain_retreat,""
1702,"O Lord, to thee I call, thou art my all in all","","",,"George Barrell Cheever","",,,,o_lord_to_thee_i_call_thou_art_my_all_in,""
1703,"O Lord, when on the cross I see","","",,"George Barrell Cheever","",,,,o_lord_when_on_the_cross_i_see,""
1704,"O that I might be freed from sin","","",,"George Barrell Cheever","",,,,o_that_i_might_be_freed_from_sin,""
1705,"Teach me, my gracious Lord","","",,"George Barrell Cheever","",,,,teach_me_my_gracious_lord,""
1706,"Teach me, O thou that hearest prayer","","",,"George Barrell Cheever","",,,,teach_me_o_thou_that_hearest_prayer,""
1707,"The burden of my guilt","","",,"George Barrell Cheever","",,,,the_burden_of_my_guilt,""
1708,"The loving kindness, Lord, I sing","","",,"George Barrell Cheever","",,,,the_loving_kindness_lord_i_sing,""
1709,"There is a way that seemeth right, The steps go on with ease","","",,"George Barrell Cheever","",,,,there_is_a_way_that_seemeth_right_the_st,""
1710,"Thy loving kindness, Lord, I sing","","",,"George Barrell Cheever","",,,,thy_loving_kindness_lord_i_sing,""
1711,"Thy wondrous grace bestowed on me","","",,"George Barrell Cheever","",,,,thy_wondrous_grace_bestowed_on_me,""
1712,"The harvest days are come again","","",,"Frederick Tennyson","",,,,the_harvest_days_are_come_again,""
1713,"The night is ended and the morning nears","","",,"Frederick Tennyson","",,,,the_night_is_ended_and_the_morning_nears,""
1714,"O Lord, be with us when we sail","","",English,"Edward Arthur Dayman","",,,,o_lord_be_with_us_when_we_sail,""
1715,"Alleluia! Alleluia! Hearts to heaven and voices raise","Alleluia! Alleluia!","",English,"Christopher Wordsworth","",,,8.7.8.7 D,alleluia_alleluia_hearts_to_heaven_and_v,""
1716,"Christ with his own blood bought me","","",,"Christopher Wordsworth","",,,,christ_with_his_own_blood_bought_me,""
1717,"Come ever blessed Spirit, come","","",,"Christopher Wordsworth","",,,,come_ever_blessed_spirit_come,""
1718,"Down from the mountain Jesus came","","",,"Christopher Wordsworth","",,,,down_from_the_mountain_jesus_came,""
1719,"Faith, and hope, and love, we see","Greatest of all","",,"Christopher Wordsworth","",,,,faith_and_hope_and_love_we_see,""
1720,"Father, we humbly pray","","",,"Christopher Wordsworth","",,,,father_we_humbly_pray,""
1721,"Give us, O Lord, the eye of faith","","",,"Christopher Wordsworth","",,,,give_us_o_lord_the_eye_of_faith,""
1722,"Gud, vor Fader, sign du alle","","",,"Christopher Wordsworth","",,,,gud_vor_fader_sign_du_alle,""
1723,"Gwel'd tryfa yn addoli","","",,"Christopher Wordsworth","",,,,gweld_tryfa_yn_addoli,""
1724,"Hark! the sound of holy voices","Hark! the sound of holy voices","",English,"Christopher Wordsworth","",,,8.7.8.7,hark_the_sound_of_holy_voices,""
1725,"Herr Christ, der du einst ausgesandt","","",,"Christopher Wordsworth","",,,,herr_christ_der_du_einst_ausgesandt,""
1726,"Holy Ghost, Illuminator, shed Thy beams upon our eyes","","",,"Christopher Wordsworth","",,,,holy_ghost_illuminator_shed_thy_beams,""
1727,"[Holy Spirit, Gracious Guest]","Holy Spirit, Gracious Guest","",,"Christopher Wordsworth","",,,,holy_spirit_gracious_guest,"<i>Hymns for Today's Church  Second Edition</i> (Hope Publishing Company, 1987)"
1728,"In all our wanderings here below","","",,"Christopher Wordsworth","",,,,in_all_our_wanderings_here_below,""
1729,"In thy glorious resurrection","","",,"Christopher Wordsworth","",,,,in_thy_glorious_resurrection,""
1730,"Jesus, who hath gone before us","","",,"Christopher Wordsworth","",,,,jesus_who_hath_gone_before_us,""
1731,"Lord of heaven and earth and sea","Lord of heaven and earth and sea","",English,"Christopher Wordsworth","",,,8.8.8.4,o_lord_of_heaven_and_earth_and_sea,""
1732,"Lord, once afar removed from thee","","",,"Christopher Wordsworth","",,,,lord_once_afar_removed_from_thee,""
1733,"Love is kind, and suffers long","","",,"Christopher Wordsworth","",,,,love_is_kind_and_suffers_long,""
1734,"Mighty Spirit, gracious Guide","","",,"Christopher Wordsworth","",,,,mighty_spirit_gracious_guide,""
1735,"Moses from Sinai brings the law","","",,"Christopher Wordsworth","",,,,moses_from_sinai_brings_the_law,""
1736,"Multitude which none can number","","",,"Christopher Wordsworth","",,,,multitude_which_none_can_number,""
1737,"Not bound by chains, nor pent in cells","","",,"Christopher Wordsworth","",,,,not_bound_by_chains_nor_pent_in_cells,""
1738,"O blessed Lord, the earth is thine","","",,"Christopher Wordsworth","",,,,o_blessed_lord_the_earth_is_thine,""
1739,"O dag af ljus och hvila","O day of rest and gladness","",,"Christopher Wordsworth","",,,,o_dag_af_ljus_och_hvila,""
1740,"O, dia de reposo, De regocijo y luz","","",,"Christopher Wordsworth","",,,,o_dia_de_reposo_de_regocijo_y_luz,""
1741,"O God, in whose all-searching eye","O God, in Whose all-searching eye","",English,"Christopher Wordsworth","",,,,o_god_in_whose_all_searching_eye,""
1742,"O Jerusalem beloved","","",,"Christopher Wordsworth","",,,,o_jerusalem_beloved,""
1743,"O loving Jesus, for us crucified","","",,"Christopher Wordsworth","",,,,o_loving_jesus_for_us_crucified,""
1744,"O Savior, who at Nain's gate","","",,"Christopher Wordsworth","",,,,o_savior_who_at_nains_gate,""
1745,"Peace to this house! O Thou whose","Christ in the home","",,"Christopher Wordsworth","",,,,peace_to_this_house_o_thou_whose,""
1746,"Saved by thy blood the red sea passed","","",,"Christopher Wordsworth","",,,,saved_by_thy_blood_the_red_sea_passed,""
1747,"See, he comes, whom every nation","","Sing, O sing with exultation",,"Christopher Wordsworth","",,,,see_he_comes_whom_every_nation,""
1748,"See him, who is gone before us","","",,"Christopher Wordsworth","",,,,see_him_who_is_gone_before_us,""
1749,"See, the conqueror mounts in triumph","See, the Conqueror Mounts in Triumph","",English,"Christopher Wordsworth","",,,8.7.8.7 D,see_the_conqueror_mounts_in_triumph,""
1750,"Send us thy showers of grace, that we","","",,"Christopher Wordsworth","",,,,send_us_thy_showers_of_grace_that_we,""
1751,"Sing, O sing, this blessed Christmas","","",,"Christopher Wordsworth","",,,,sing_o_sing_this_blessed_christmas,""
1752,"Sing, O sing, this blessed morn","Sing, O sing, this blessed morn","",,"Christopher Wordsworth","",,,7.7.7.7 with refrain,sing_o_sing_this_blessed_morn,""
1753,"Son of God, eternal Word","","",,"Christopher Wordsworth","",,,,son_of_god_eternal_word,""
1754,"Songs of thankfulness and praise","Songs of Thankfulness and Praise","'You are Christ,' by us confessed",English,"Christopher Wordsworth","",,,7.7.7.7 D,songs_of_thankfulness_and_praise,""
1755,"The ark of God in safety rode","","",,"Christopher Wordsworth","",,,,the_ark_of_god_in_safety_rode,""
1756,"The day is gently sinking to a close","The day is gently sinking to a close","",English,"Christopher Wordsworth","",,,10.10.10.10.10.10,the_day_is_gently_sinking_to_a_close,""
1757,"The Galilean fishers toil","Come, blessed Jesu","",,"Christopher Wordsworth","",,,,the_galilean_fishers_toil,""
1758,"The grave itself a garden is","The grave itself a garden is","",,"Christopher Wordsworth","",,,8.6.8.6,the_grave_itself_a_garden_is,""
1759,"The prayers I make","","",,"Christopher Wordsworth","",,,,the_prayers_i_make,""
1760,"The trump shall sound and in the clouds","","",,"Christopher Wordsworth","",,,,the_trump_shall_sound_and_in_the_clouds,""
1761,"Thine forever, Thine forever, May thy face","","",,"Christopher Wordsworth","",,,,thine_forever_thine_forever_may_thy_face,""
1762,"Thou, Lord, baptized in thine own blood","","",,"Christopher Wordsworth","",,,,thou_lord_baptized_in_thine_own_blood,""
1763,"Thou Who the night in prayer didst spend","Thou Who the night in prayer didst spend","",English,"Christopher Wordsworth","",,,8.8.8.8,thou_who_the_night_in_prayer_didst_spend,""
1764,"Today on weary nations","","",,"Christopher Wordsworth","",,,,today_on_weary_nations,""
1765,"We, in ourselves, unrighteous are","","",,"Christopher Wordsworth","",,,,we_in_ourselves_unrighteous_are,""
1766,"When from the city of our God","","",,"Christopher Wordsworth","",,,,when_from_the_city_of_our_god,""
1767,"When scorned by Zion,  David's Son","","",,"Christopher Wordsworth","",,,,when_scorned_by_zion_davids_son,""
1768,"When the Architect Almighty fashioned had the heaven and earth","","",,"Christopher Wordsworth","",,,,when_the_architect_almighty_fashioned_ha,""
1769,"When the faithful were assembled","","Jesus said it would be so",,"Christopher Wordsworth","",,,,when_the_faithful_were_assembled,""
1770,"When the Lord of hosts ascended","","",,"Christopher Wordsworth","",,,,when_the_lord_of_hosts_ascended,""
1771,"When two friends on Easter day","","",,"Christopher Wordsworth","",,,,when_two_friends_on_easter_day,""
1772,"Why should we crave a hallowed spot","","",,"Christopher Wordsworth","",,,,why_should_we_crave_a_hallowed_spot,""
1773,"Arm these Thy servants, mighty Lord","","",,"Christopher Wordsworth","",,,,arm_these_thy_soldiers_mighty_lord,""
1774,"Glory be to God the Father","","",,"Christopher Wordsworth","",,,,glory_be_to_god_the_father_wordsworth,""
1775,"Dear Lord, from Whom we all derive","Dear Lord, from Whom We All Derive","",English,"Christopher Wordsworth","",,,,dear_lord_from_whom_we_all_derive,""
1776,"Lord, be thy word my rule","","",English,"Christopher Wordsworth","",,,6.6.6.6,lord_be_thy_word_my_rule,""
1777,"O day of radiant gladness","O Day of Radiant Gladness","",English,"Christopher Wordsworth","Charles P. Price",,,7.6.7.6 D,o_day_of_rest_and_gladness,"<i>The Hymnal</i> 1982 (st. 4)"
1778,"O day of radiant gladness","","",,"Christopher Wordsworth","Charles P. Price",,,7.6.7.6 D,o_day_of_radiant_gladness,"<cite>The Hymnal 1982</cite> (st. 4)"
1779,"Ett fj'rran land jag vet","","",,"Andrew Young","",,,,ett_fjrran_land_jag_vet,""
1780,"I know of a land, where the bright angel band","The heavenly land","",,"Andrew Young","",,,,i_know_of_a_land_where_the_bright_angel_,""
1781,"If you knew today there would be no tomorrow","","",,"Andrew Young","",,,,if_you_knew_today_there_would_be_no_tomo,""
1782,"Inspired word, From Mary's raptured bosom poured","","",,"Andrew Young","",,,,inspired_word_from_marys_raptured_bosom_,""
1783,"Lord, by whose breath all souls and seeds","","",,"Andrew Young","",,,,lord_by_whose_breath_all_souls_and_seeds,""
1784,"O sing a joyous carol Unto the Holy Child","","",,"Andrew Young","",,,,o_sing_a_joyous_carol_unto_the_holy_chil,""
1785,"Then thou hast conquered","","",,"Andrew Young","",,,,then_thou_hast_conquered,""
1786,"There is a happy land","","",,"Andrew Young","",,,,there_is_a_happy_land,""
1787,"From distant corners [places] of our land","","",,"William Lindsay Alexander","",,,,from_distant_corners_places_of_our_land,""
1788,"I saw again, behold, heaven's open door","","",,"William Lindsay Alexander","",,,,i_saw_again_behold_heavens_open_door,""
1789,"I saw the Syrian sunset's meteor crown","","",,"William Lindsay Alexander","",,,,i_saw_the_syrian_sunsets_meteor_crown,""
1790,"O wonderful, round whose birth hour","","",,"William Lindsay Alexander","",,,,o_wonderful_round_whose_birth_hour,""
1791,"Spirit of power, and truth, and love","","",,"William Lindsay Alexander","",,,,spirit_of_power_and_truth_and_love,""
1792,"Spirit of wisdom, truth, and love","","",,"William Lindsay Alexander","",,,,spirit_of_wisdom_truth_and_love,""
1793,"With martial tread we go","","We march with martial tread",,"William Lindsay Alexander","",,,,with_martial_tread_we_go,""
1794,"All hail, thou night, than day more splendid","","",,"William John Blew","",,,,all_hail_thou_night_than_day_more_splend,""
1795,"Another day is gone, Great God","","",,"William John Blew","",,,,another_day_is_gone_great_god,""
1796,"Come, heavenly Spirit, come, cleansed by Christ's blood","","",,"William John Blew","",,,,come_heavenly_spirit_come_cleansed_by_ch,""
1797,"Lo on the inglorious tree","","",,"William John Blew","",,,,lo_on_the_inglorious_tree,""
1798,"O for thy spirit, holy, John, to chasten","","",,"William John Blew","",,,,o_for_thy_spirit_holy_john_to_chasten,""
1799,"O King most high of earth and sky","","",,"William John Blew","",,,,o_king_most_high_of_earth_and_sky,""
1800,"O Lord, thy wing outspread","","",,"William John Blew","",,,,o_lord_thy_wing_outspread,""
1801,"The day is past and gone","","",,"William John Blew","",,,,the_day_is_past_and_gone_great_god_we_bo,""
1802,"The night is closing o'er us","","",,"William John Blew","",,,,the_night_is_closing_oer_us,""
1803,"'Tis now the hour our prayers to pour","","",,"William John Blew","",,,,tis_now_the_hour_our_prayers_to_pour,""
1804,"Wide open stand the gates adorned with pearl","Wide Open Stand the Gates","",English,"J. K. Wilhelm Loehe","Herman G. Stuempfle, Jr.",,,10.6.10.6.7.6.7.6,wide_open_stand_the_gates_adorned_with_p,""
1805,"Grant us, O God of peace","","",,"Horatius Bonar","",,,,grant_us_o_god_of_peace,""
1806,"Great King of kings, why dost thou stay","","",,"Horatius Bonar","",,,,great_king_of_kings_why_dost_thou_stay,""
1807,"Great Master, touch us with thy skillful hands","","",,"Horatius Bonar","",,,,great_master_touch_us_with_thy_skillful_,""
1808,"Great Ruler of the land and sea","","Keep by thy mighty hand",,"Horatius Bonar","",,,,great_ruler_of_the_land_and_sea,""
1809,"Hallelujah, hallelujah, Now is the battle done","","",,"Horatius Bonar","",,,,hallelujah_hallelujah_now_is_the_battle_,""
1810,"Hand and foot are weary","Lord, come away","",,"Horatius Bonar","",,,,hand_and_foot_are_weary,""
1811,"He is coming, and the tidings","","",,"Horatius Bonar","",,,,he_is_coming_and_the_tidings,""
1812,"He liveth long who liveth well","","",,"Horatius Bonar","",,,,he_liveth_long_who_liveth_well,""
1813,"He who in Christ believeth","","",,"Horatius Bonar","",,,,he_who_in_christ_believeth,""
1814,"Help me, my God, to speak","","",,"Horatius Bonar","",,,,help_me_my_god_to_speak,""
1815,"Here shall death's triumph end: the rock-barred door","","",,"Horatius Bonar","",,,,here_shall_deaths_triumph_end_the_rock,""
1816,"Holy Father, hear my cry","","",English,"Horatius Bonar","",,,7.7.7.7,holy_father_hear_my_cry,""
1817,"Holy Father, mighty God","","",,"Horatius Bonar","",,,,holy_father_mighty_god,""
1818,"How glorious is the land we seek","","",,"Horatius Bonar","",,,,how_glorious_is_the_land_we_seek,""
1819,"How long, O Lord, our God","","",,"Horatius Bonar","",,,,how_long_o_lord_our_god,""
1820,"How oft the morn has cheated us","","",,"Horatius Bonar","",,,,how_oft_the_morn_has_cheated_us,""
1821,"I am looking for the dawning, For the first soft silver ray","","",,"Horatius Bonar","",,,,i_am_looking_for_the_dawning_for_the_fir,""
1822,"I am wandering down life's shadowy path","","",,"Horatius Bonar","",,,,i_am_wandering_down_lifes_shadowy_path,""
1823,"I ask a perfect creed","","",,"Horatius Bonar","",,,,i_ask_a_perfect_creed,""
1824,"I bless the Christ of God, I rest on love divine","","",,"Horatius Bonar","",,,,i_bless_the_christ_of_god_i_rest_on_love,""
1825,"I bless the Crucified","","",,"Horatius Bonar","",,,,i_bless_the_crucified,""
1826,"I bring my sins to Jesus, To wash my crimson stains","","I'll cling to the Savior, I'll cling to the Savior",,"Horatius Bonar","",,,,i_bring_my_sins_to_jesus_to_wash_my_crim,""
1827,"I come, I rest beneath his wing","","",,"Horatius Bonar","",,,,i_come_i_rest_beneath_his_wing,""
1828,"I could not live without thee, Lord, Dear Savior","Whisper, it is I","",,"Horatius Bonar","",,,,i_could_not_live_without_thee_lord_dear_,""
1829,"I did thee wrong, my God","","",,"Horatius Bonar","",,,,i_did_thee_wrong_my_god,""
1830,"I have no help but Thine","","",,"Horatius Bonar","",,,,i_have_no_help_but_thine,""
1831,"I hear the words of love","","",,"Horatius Bonar","",,,,i_hear_the_words_of_love,""
1832,"I heard the voice of Jesus say","I Heard the Voice of Jesus Say","",English,"Horatius Bonar","",,,8.6.8.6 D,i_heard_the_voice_of_jesus_say_come_unto,""
1833,"I know not when the Lord will come","He is near","I only know that he is near",,"Horatius Bonar","",,,,i_know_not_when_the_lord_will_come,""
1834,"I know thou art not far","","",,"Horatius Bonar","",,,,i_know_thou_art_not_far,""
1835,"I lay my sins on Jesus","I Lay My Sins on Jesus","",English,"Horatius Bonar","",,,7.6.7.6 D,i_lay_my_sins_on_jesus,""
1836,"I murmur not that now a stranger","","",,"Horatius Bonar","",,,,i_murmur_not_that_now_a_stranger,""
1837,"I praise the God of grace","","",,"Horatius Bonar","",,,,i_praise_the_god_of_grace,""
1838,"I rest my soul on Jesus","","",,"Horatius Bonar","",,,,i_rest_my_soul_on_jesus,""
1839,"I see a man at God's right hand","","",,"Horatius Bonar","",,,,i_see_a_man_at_gods_right_hand,""
1840,"I see the crowd in Pilate's hall","","",,"Horatius Bonar","",,,,i_see_the_crowd_in_pilates_hall,""
1841,"I stand upon the mount of God","","O, this is joy, O this is peace",,"Horatius Bonar","",,,,i_stand_upon_the_mount_of_god,""
1842,"I thank thee, Lord, for using me","","",,"Horatius Bonar","",,,,i_thank_thee_lord_for_using_me,""
1843,"I thought upon my sins, and I was sad","","",,"Horatius Bonar","",,,,i_thought_upon_my_sins_and_i_was_sad,""
1844,"I was a wandering, erring sheep","","",,"Horatius Bonar","",,,,i_was_a_wandering_erring_sheep,""
1845,"I was a wandering sheep","I Was A Wandering Sheep","",English,"Horatius Bonar","",,,6.6.8.6 D,i_was_a_wandering_sheep,""
1846,"I weep, but do not yield","","",,"Horatius Bonar","",,,,i_weep_but_do_not_yield,""
1847,"Ich hoerte Jesu Freundesruf","","",,"Horatius Bonar","",,,,ich_hoerte_jesu_freundesruf,""
1848,"Ich hoerte meines Heilands Wort","Des Heilands Wort","",,"Horatius Bonar","",,,,ich_hoerte_meines_heilands_wort,""
1849,"Ich lege meine Suenden auf Jesu Kreuz und Blut","","",,"Horatius Bonar","",,,,ich_lege_meine_suenden_auf_jesu_kreuz_un,""
1850,"If my bark be strong","To that heaven I go","All is well",,"Horatius Bonar","",,,,if_my_bark_be_strong,""
1851,"I'm returning, not departing","","",,"Horatius Bonar","",,,,im_returning_not_departing,""
X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!,X Tab u lator is  unregis tere d!
1852,"In die fremde bist du, toericht Kind","","Es ist Gottes Stimme",,"Horatius Bonar","",,,,in_die_fremde_bist_du_toericht_kind,""
1853,"In love, the Father's sinless child","","",,"Horatius Bonar","",,,,in_love_the_fathers_sinless_child,""
1854,"In the hour when grief assails me","","All, and in all",,"Horatius Bonar","",,,,in_the_hour_when_grief_assails_me,""
1855,"In the land of strangers whither thou art gone","","Welcome, wanderer, welcome",,"Horatius Bonar","",,,,in_the_land_of_strangers_whither_thou_ar,""
1856,"In the still air the music lies unheard","","",,"Horatius Bonar","",,,,in_the_still_air_the_music_lies_unheard,""
1857,"Jehovah he my Shepherd is","","",,"Horatius Bonar","",,,,jehovah_he_my_shepherd_is,""
1858,"Jehovah is my light and hope","","",,"Horatius Bonar","",,,,jehovah_is_my_light_and_hope,""
1859,"Jehovah, judge my cause","","",,"Horatius Bonar","",,,,jehovah_judge_my_cause,""
1860,"Jerusalem! Thy King at length has come","","",,"Horatius Bonar","",,,,jerusalem_thy_king_at_length_has_come,""
1861,"Jesus my Shepherd is, 'Twas he that loved","","",,"Horatius Bonar","",,,,jesus_my_shepherd_is_twas_he_that_loved,""
1862,"Jesus, my sorrow lies too deep","","",,"Horatius Bonar","",,,,jesus_my_sorrow_lies_too_deep,""
1863,"Jesus, Savior, Son of God, bearer of the sinner's load","","",,"Horatius Bonar","",,,,jesus_savior_son_of_god_bearer_of_the_si,""
1864,"Jesus, Sun and Shield art thou","","",English,"Horatius Bonar","",,,7.6.7.6.7.7,jesus_sun_and_shield_art_thou,""
