hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
PPS1913,"Paskliljan; Paskprogram foer Soendagsskolan","Engberg Holmberg Pub. Co.","Engberg Holmberg Pub. Co.",,"",1913,"",
PPHI,"Passion-Hymns of Iceland, The","","Grand Rapids, MI: Christian Classics Ethereal Library",,"",1913,"",
PYCS1913,"Praise Ye, a Collection of Sacred Songs","E. S. Lorenz; I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1913,"",
PTM1913,"Primary Teachers' Manual","C. R. Blackall; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1913,"Northern Baptist Convention",
P29K1913,"Programm fuer den 29 Kindertag","German Baptist Publication Society","German Baptist Publication Society",Cleveland,"Oh.",1913,"North American (German) Baptist General Conference",
RT1913,"Rose Time","C. A. Miles; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1913,"",
SM1913,"Sacred Melodies","Jacob Henry Hall; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1913,"",
SSYP1913,"Service Songs for Young People's Societies, Sunday Schools and Church Prayer Meetings","William Shaw; United Society of Christian Endeavor; John R. Clements","United Society of Christian Endeavor",Boston,"Mass.",1913,"Christian Endeavor Society",
S4M1913,"Songs for Men","D. B. Towner; H. A. Rodeheaver; C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1913,"",
SVHS1913,"Student Volunteer Hymnal: Seventh International Convention, Kansas City, Missouri","Presbyterian Board of Publication and Sabbath School Work","Presbyterian Board of Publication and Sabbath School Work",,"",1913,"",
SSV21913,"Sunday School Voices, No.2","C. H. Gabriel; Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1913,"",
TGT1913,"Tell the Glad Tidings","I. R. Smith; David C. Cook Pub. Co.","David C. Cook Pub. Co.",Elgin,"Ill.",1913,"",
TH1913,"Temple Hosannas","R. F. Y. Pierce; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1913,"Northern Baptist Convention",
BH1913,"The Boy's Hymnal","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
CoM1913,"The Call of the Master","F. A. Clark; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1913,"",
CB1913,"The Chapel Bouquet","U. S. Daniel; Quartet Music Co.","Quartet Music Co.",Ft. Worth,"Tex.",1913,"",
DLSH1913,"The De La Salle Hymnal: for Catholic schools and choirs","Christian Brothers; LaSalle Bureau","La Salle Bureau",New York,"",1913,"Roman Catholic Church",Has Music
ES1913,"The Eureka Star","R. L. Powell; Eureka","Eureka",Stigler,"Okla.",1913,"",
FSBC1913,"The Festival Song Budget, Children's Day","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
FSB1913,"The Festival Song Budget, Christmas","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
FSBR1913,"The Festival Song Budget, Rally Day","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
GOS1913,"The Good Old Songs","C. H. Cayce; Cayce & Turner","Cayce & Turner",Martin,"Tenn.",1913,"",
GM31913,"The Gospel Message No. 3","J. L. Hall; C. A. Miles; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1913,"",
HoP1913,"The Hymnal of Praise","Edward Dwight Eaton; William Henry Sallmon; A. S. Barnes Company","A. S. Barnes & Company",New York,"",1913,"",Has Music
LoL1913,"The Ladder of Life","I. H. Meredith; G. C. Tullar; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
LCC1913,"The Little Catholic's Choral","James B. Curry; M. A. O'Connor","M. A. O'Connor",New York,"N.Y.",1913,"Roman Catholic Church",
LLHB1913,"The Luther League Hymn Book","Augustana Book Concern","Augustana Book Concern",Rock Island,"Ill.",1913,"Evangelical Lutheran Augustana Synod of North America",
LHPN1913,"The Lutheran Hymnary: Published by authority of the Norwegian Evangelical Lutheran Synod, the Hauge's Evangelical Lutheran Synod and United Norwegian Lutheran Church of America","Augsburg","Augsburg",Minneapolis,"Minn.",1913,"Hauge's Norwegian Evangelical Lutheran Synod; Synod for the Norwegian Evangelical Lutheran Church of America; United Norwegian Lutheran Church of America",
N1913,"The Nativity","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
NLWB1913,"The New and Living Way, Burning Bush Songs No. 5","D. M. Farson; E. L. Harvey; W. Pettengill; Metropolitan Church Association","Metropolitan Church Association",Waukesha,"Wisc.",1913,"",
SoE1913,"The Story of Easter","Adam Geibel Music Co.","Adam Geibel Music Co.",New York,"N.Y.",1913,"",
UK1913,"The Universal King","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1913,"",
WE1913,"The World Evangel","Robert H. Coleman","Robert H. Coleman",Dallas,"Tex.",1913,"",
TW1913,"To the Work","Heidelberg Press","Heidelberg Press",Philadelphia,"Penn.",1913,"",
TJ1913,"Triumphant Joy","R. H. Cornelius; Bertrand Dennis; R. H. Cornelius","R. H. Cornelius",Midlothian,"Tex.",1913,"",
UHCR1913,"Unity Hymns and Chorals. Rev and enl. with Service Elements","Unity Pub. Co.","Unity Pub. Co.",Chicago,"Ill.",1913,"Unitarian Churches",
VoV1913,"Voices of Victory","P. P. Bilhorn; Bilhorn Bros.","Bilhorn Bros.",Chicago,"",1913,"",Has Music
WS1913,"Worship and Song","B. S. Winchester; Grace W. Conant; Pilgrim Press","Pilgrim Press",Boston,"Mass.",1913,"Congregational Christian Churches, 1931-",
SNSH1914,"A Selection of New Social Hymns","Missionary Education Movement; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"N.Y.",1914,"",
AHM1914,"All Hail the Messiah","C. H. Gabriel; Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
CS1914,"Carmina Sacra","E. O. Excell; W. E. M. Hackleman; Christian Board of Publication","Christian Board of Publication",St. Louis,"Mo.",1914,"Disciples of Christ. Christian Churches. Campbelli",
CBSS1914,"Carols: a Book of Songs and Services for the Beginners and Primary Grades of the Sunday School","Ida F. Leyda; Leyda Publishing Co.","Leyda Publishing Co.",Chicago,"Ill.",1914,"",
CDC1914,"Children's Day Classics","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1914,"",
CP1914,"Children's Praises","R. F. Y. Pierce; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1914,"Northern Baptist Convention",
CHSS1914,"Convention Hymns selected from Sunday School Melodies","Lewis L. Henry","Lewis L. Henry",Chicago,"Ill.",1914,"",
CHK1914,"Crown Him King","S. W. Beazley; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1914,"",
DUSS1914,"De Ungas Sångbok: utgiven för Söndagsskolan Ungdomsmötet och hemmet","Swedish Evangelical Mission Covenant of America; Svenska evangeliska missionsförbundet i Amerika","Swedish Evangelical Mission Covenant of America",Chicago,"",1914,"Evangelical Covenant Church of America (Swedish)",Has Music
DKLK1914,"Der Kinder Lobgesang, ein Kindertag Program fuer die Sonntagschule","H. Brodt; George F. Rosche & Co.","George F. Rosche & Co.",New York," N.Y. ; Chicago, Ill.",1914,"",
DLHB1914,"Die Lieber der Hutterischen Brueder","Mennonitisches Verlagshaus","Mennonitisches Verlagshaus",Scottsdale,"Penn.",1914,"Hutterian Brethren. Hutterites",
ES4L1914,"Easter Songs for Little folks","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
EB1914,"Echoes from Beulah","M. Homer Cummings","M. Homer Cummings",Ripley,"W.V.",1914,"",
ENHE1914,"El Nuevo Himnario Evangelico para el uso de las Iglesias Evangelicas de Habla Espanol en Todo el Mundo","Sociedad Americana de Tratados","Sociedad Americana de Tratados",New York,"N.Y.",1914,"",
EH1914,"Enduring Hymns","E. O. Excell; W. E. M. Hackleman; Christian Board of Publication","Christian Board of Publication",St. Louis,"Mo.",1914,"Disciples of Christ. Christian Churches. Campbelli",
ESB1914,"Eureka Sacred Banner","R. L. Powell; Eureka Pub. Co.","Eureka Pub. Co.",Seymour,"Tex.",1914,"",
FS71914,"Festival Songs No.7","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
FCC1914,"From Cross to Crown","G. F. Rosche; George F. Rosche & Co.","George F. Rosche & Co.",Chicago,"Ill.",1914,"",
GoP1914,"Garlands of Praise","W. A. Post; W. Burchnell; Judefind Bros.","Judefind Bros.",Baltimore,"Md.",1914,"",
GoP1914a,"Gems of Praise","C. H. Gabriel; Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
GTSR1914,"Give Thanks and Sing; for Religious Meetings","James N. Clemmer; Theodore Presser Co.","Theodore Presser Co.",Philadelphia,"Penn.",1914,"",
GE1914,"Gloria in Excelsis","C. Simper; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1914,"",
GEDE1914,"Gloria in Excelsis Deo! Eine Weihnachtsliturgie fuer die Sonntagschule","H. Brodt","",New York," N.Y. ; Chicago, Ill.",1914,"",
GNH1914,"Good News Hymns","Benjamin  Franklin Butts; Biglow & Main Co.","Biglow & Main Co.",Chicago," Ill. ; New York, N.Y.",1914,"",
GGN11914,"Gospel Gems Number 1 : One Hundred Eighty Sacred Selections for Religious Meetings","Hall Mack Company; J. Lincoln Hall; C. Austin Miles; Adam Geibel","Hall Mack Company",Philadelphia,"Pa.",1914,"",Has Music
GSS11914,"Gospel Song Series No. 1","Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1914,"",
GSMC1914,"Gospel Songs for Men, a Collection of Quartets and Choruses for Male Voices","C. H. Gabriel; Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
HK1914,"Hail the King","J. O. Long; I. Long; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1914,"",
HE1914,"Heavenly Echoes","W. J. C. Thiel; Alois Bruner","Alois Bruner",Chicago,"Ill.",1914,"",
HH1914,"Helpful Hymns","R. H. Cornelius; R. H. Cornelius","R. H. Cornelius",Midlothian,"Tex.",1914,"",
HBL1914,"His Boundless Love","F. A. Clark","F. A. Clark",Philadelphia,"Penn.",1914,"",
HK21914,"Hosannas to the King, No.2","Emmett S. Dean; Trio Music Co.","Trio Music Co.",Waco,"Tex.",1914,"",
HSSS1914,"Hymns and Songs for the Sunday School","Harold Lewars; Lutheran Publication Society","Lutheran Publication Society",Philadelphia,"",1914,"General Synod of the Evangelical Lutheran Church in the United States",Has Music
HoG21914,"Hymns of Glory No. 2","Hamp Sewell; Hamp Sewell","Hamp Sewell",Atlanta,"Ga.",1914,"",
HoH1914,"Hymns of the Heart: for public worship, evangelistic campaigns, prayer meetings, young people's services, etc.","Methodist Book Concern; Joseph F. Berry; Charles H. Gabriel","Methodist Book Concern",New York,"",1914,"Methodist hymnals (general)",Has Music
IP1914,"Immanuel's Praise","Charles M. Alexander; Fleming H. Revell Co.","Fleming H. Revell Co.",New York,"N.Y.",1914,"",
IFW1914,"In Floral Ways","C. A. Miles; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1914,"",
IH1914,"Inspiring Hymns","E. O. Excell; E. O. Excell Co.","E. O. Excell Co.",Chicago,"Ill.",1914,"",
JK1914,"Jesus is our King","J. O. Long; T. C. Harper; D. W. Crist","D. W. Crist",Alliance,"Oh.",1914,"",
JH1914,"Junior Hymns","B. E. Warren; A. L. Byers; Gospel  Trumpet Pub. Co.","Gospel Trumpet Pub. Co.",Anderson,"Ind.",1914,"",
KS1914,"Kingdom Songs: for use in the Sunday School, the young people's meeting, the devotional service","C. Harold Lowden; Rev. Rufus W. Miller, D. D.; Heidelberg Press","Heidelberg Press",Philadelphia,"",1914,"",
LSJF1914,"Liederperlen fuer Sonntagschulen, Jugendvereine, und den Familienkreis","W. J. C. Thiel; Alois Bruner","Alois Bruner",Chicago,"Ill.",1914,"",
LB1914,"Love's Banner","F. A. Clark; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1914,"",
NJS1914,"New Junior Songs","J. M. Black; Methodist Book Concern","Methodist Book Concern",New York,"N.Y.",1914,"Methodist hymnals (general)",
NSQM1914,"New Sacred Quartettes for Male, Female and Mixed Voices","C. B. Widmeyer; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1914,"",
PNSB1914,"Praise, a New Song Book","H. N. Lincoln; H. N. Lincoln & Sons","H. N. Lincoln & Sons",Cincinnati,"Oh.",1914,"",
PSCH1914,"Primary School Carols: a Hymnal for the Beginners' and Primary Departments of Sunday Schools","Lutheran Book Concern","Lutheran Book Concern",Columbus,"Oh.",1914,"Lutheran hymnals (general)",Has Music
RTC1914,"Remember Thy Creator","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
SSUI1914,"Sacred Songs: for use in inner mission work and church societies","Evangelical Lutheran Joint Synod of Ohio and Other States; Lutheran Book Concern","Lutheran Book Concern",Columbus,"Oh.",1914,"Evangelical Lutheran Joint Synod of Ohio and Other States",Has Music
SC1914,"School Carols","Lutheran Book Concern","Lutheran Book Concern",Columbus,"Oh.",1914,"Lutheran hymnals (general)",
SCWI1914,"Services for Congregational Worship","American Unitarian Association","American Unitarian Association",Boston,"",1914,"Unitarian Churches",Has Music
SHBI1914,"Social Hymns of Brotherhood and Inspiration","Mabel Hay Barrows Mussey; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"N.Y.",1914,"",
SoPR1914,"Songs of Power. Rev.","L. C. Hall; L. C. Hall","L. C. Hall",Zion City,"Ill.",1914,"Christian Catholic Church (Zion, Ill.)",
SoSG1914,"Songs of Saving Grace","D. B. Towner; Fleming H. Revell Co.","Fleming H. Revell Co.",New York,"N.Y.",1914,"",
SoPF1914,"Songs of the Pentecostal Flame","S. L. Flowers; C. B. Widmeyer; Flowers Pub. Co.","Flowers Pub. Co.",Boulder,"Co.",1914,"Pentecostal Assemblies (general)",
SSM1914,"Sunday School Melodies","I. H. Meredith; Grant Colfax Tullar; Tullar-Meredith Co.","Tullar-Meredith Co.",New York,"",1914,"",
AHSC1914,"The Assembly Hymn and Song Collection: designed for use in chapel, assembly, convocation, or general exercises of schools, normals, colleges and universities. (3rd ed.)","C. Guy Hoover; Educational Pub. Co.","Educational Pub. Co.",Pittsburg,"Kan.",1914,"",Has Music
BS21914,"The Beautiful in Song No.2","W. E. Marks; William Edie Marks","William Edie Marks",Wilmington,"Del.",1914,"",
BMSS1914,"The Bright and Morning Star: Songs of the New Age","Messengers of God","Messengers of God",Chicago,"Ill.",1914,"",
CH1914,"The Children's Hour","Methodist Book Concern","Methodist Book Concern",New York,"N.Y.",1914,"Methodist Episcopal Church (North)",
CK1914,"The Children's King","C. H. Gabriel; George F. Rosche & Co.","George F. Rosche & Co.",Chicago,"Ill.",1914,"",
CS1914a,"The Christmas Sky","G. C. Tullar; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
DI1914,"The Dawn Immortal","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
FSBC1914,"The Festival Song Budget, Children's Day","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
FSB1914,"The Festival Song Budget, Christmas","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
FSBE1914,"The Festival Song Budget, Easter","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
FCD1914,"The First Children's Day","S. C. Kirk; I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1914,"",
GD1914,"The Gift Divine","E. A. Schroll; J. H. Fillmore; Fillmore Music House","Fillmore Music House",Cincinnati,"Oh.",1914,"",
GP1914,"The Gospel Psalter","Caroline Leonard Goodenough; A. G. Comings","A. G. Comings",Oberlin,"Oh.",1914,"",
JC31914,"The Junior Choir No. 3","I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1914,"",
Ko1914,"The King of kings","George F. Rosche & Co.","George F. Rosche & Co.",Chicago,"Ill.",1914,"",
LoHS1914,"The Light of His Star","F. A. Clark","F. A. Clark",Philadelphia,"Penn.",1914,"",
LW1914,"The Live Wire","J. B. Herbert; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1914,"",
MCAM1914,"The Meaning of Christmas: A Musical Service","C. F. Price; Methodist Book Concern","Methodist Book Concern",New York,"N.Y.",1914,"Methodist hymnals (general)",
MSN11914,"The Message in Song Nos. 1 & 2","A. S. Magann; C. F. Allen; J. P. Hillis; Praise Pub. Co.","Praise Pub. Co.",Philadelphia,"Penn.",1914,"",
MoJ1914,"The Message of Joy","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
MHE1914,"The Mission Hymnal. Enl. ed.","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1914,"(Protestant) Episcopal Church",
NBPB1914,"The New Baptist Praise Book: or, Hymns of the Centuries","Benjamin Shepherd; William M. Lawrence; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1914,"Northern Baptist Convention",
NHTB1914,"The New Hymn and Tune Book","American Unitarian Association","American Unitarian Association",Boston,"Mass.",1914,"Unitarian Churches",
NMCK1914,"The New Make Christ King","E. O. Excell; Glad Tidings Pub. Co.","Glad Tidings Pub. Co.",Chicago,"Ill.",1914,"",
RB1914,"The Royal Banner","W. J. C. Thiel; Alois Bruner","Alois Bruner",Chicago,"Ill.",1914,"",
SHOG1914,"The Sanctuary Hymnal, published by Order of the General Conference of the United Brethren in Christ","J. P. Landis; United Brethren Printing Establishment","United Brethren Printing Establishment",Dayton,"Oh.",1914,"United Brethren in Christ",Has Music
SHNS1914,"The School Hymnal: Non-Sectarian Hymns","Willis Music Co.","Willis Music Co.",Cincinnati,"Oh.",1914,"",
S1914,"The Shepherd","C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1914,"",
SoP1914,"The Song of Praise","Adam Geibel Music Co.","Adam Geibel Music Co.",Philadelphia,"Penn.",1914,"",
SP1914,"The Spring Processional","Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1914,"",
SoG1914,"The Star of Glory","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
VoHP1914,"The Voice of His Praise","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1914,"",
WPQ1914,"The Westminster Primary Quarterly","Presbyterian Board of Publication and Sabbath School Work","Presbyterian Board of Publication and Sabbath School Work",Philadelphia,"Penn.",1914,"Presbyterian Church in the USA. Northern Presbyter",
WG1914,"The Wondrous Gift","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1914,"",
YPC21914,"The Young People's Chorus No.2","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",Chicago,"Ill.",1914,"",
UCS1914,"Under the Christmas Star","R. Bronner; H. W. Petrie; Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1914,"",
UHJW1914,"Union Hymnal for Jewish Worship","Central Conference of American Rabbis","Central Conference of American Rabbis",,"",1914,"Jewish hymnals",
VoJ1914,"Voices of Joy","E. A. Schroll; J. H. Fillmore; Fillmore Music House","Fillmore Music House",Cincinnati,"Oh.",1914,"",
WRH1914,"World-wide Revival Hymns","W. E. Bailey; W. Elmer Bailey","W. Elmer Bailey",Findlay,"Oh.",1914,"",
ToCS1915,"A Treasury of Catholic Song: comprising some two hundred hymns from Catholic soruces old and new","Sidney S. Hurlburt; J. Fischer & Bro.","J. Fischer & Bro.",New York,"",1915,"Roman Catholic Church",Has Music
AHUS1915,"Alleluia: a hymnal for use in schools, in the home, in young people's societies, in devotional meetings","Mr. Franklin L. Sheppard; Westminster Press","Westminster Press",Philadelphia,"",1915,"Presbyterian Church in the U.S.A.",Has Music
BPSS1915,"Beginner and Primary Songs for use in Sunday School and the Home","C. Harold Lowden; Rev. Rufus W. Miller, D. D.; Heidelberg Press","Heidelberg Press",Philadelphia,"",1915,"",Has Music
BoCP1915,"Book of Common Praise","Trustees of Sustenation Fund; Treasurer's Office","Treasurer's Office",Philadelphia,"Penn.",1915,"Reformed Episcopal Church",
CH1915,"Calvary Hymns","R. H. Cornelius; R. H. Cornelius","R. H. Cornelius",Ft. Worth,"Tex.",1915,"",
CoS1915,"Carols of Summer","F. A. Clark; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
CoAL1915,"Children of All Lands","E. G. Eaton; A. Breese; General Missionary Board, Pentecostal Church of the Nazarene","General Missionary Board, Pentecostal Church of the Nazarene",Kansas City,"Mo.",1915,"Pentecostal Assemblies (general)",
CDC1915,"Children's Day Classics","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
CP1915,"Children's Praise","S. J. Sterrett; S. J. Sterrett","S. J. Sterrett",Germantown,"Penn.",1915,"",
CHSS1915,"Convention Hymns Selected from Sunday School Melodies","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
CSP11915,"Crescent Service Program No. 12","United Presbyterian Board of Publication","United Presbyterian Board of Publication",Pittsburgh,"Penn.",1915,"Presbyterian hymnals (general)",
C1915,"Crowns","E. O. Excell; W. C. Everett; Smith & Lamar","Smith & Lamar",Nashville,"Tenn.",1915,"",
DBCD1915,"Days of Beauty, a service for Children's Day","Adam Geibel Music Co.","Adam Geibel Music Co.",Philadelphia,"Penn.",1915,"",
EC31915,"Easter Classics No.3","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
EG1915,"Easter Glory","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1915,"",
ES1915,"Excellent Songs","H. M. Eagle","H. M. Eagle",Burke's Garden,"Va.",1915,"",
FSG21915,"Familiar Songs of the Gospel No. 2","E. A. K. Hackett","E. A. K. Hackett",Fort Wayne,"Ind.",1915,"",
FS101915,"Festival Songs No.10","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
FS91915,"Festival Songs No.9","R. M. Neale; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
FL1915,"Flower Lessons","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
FMH1915,"Free Methodist Hymnal","Free Methodist Publishing House","Free Methodist Publishing House",Chicago,"Ill.",1915,"Free Methodist Church of North America",
GITN1915,"Glorious Is Thy Name","C. H. Lowden; Heidelberg Press","Heidelberg Press",Philadelphia,"Penn.",1915,"",
HLS1915,"Heart and Life Songs","Joseph H. Smith; G. Bennard; Evangelistic Institute Press","Evangelistic Institute Press",Chicago,"Ill.",1915,"",
HWP1915,"His Worthy Praise","E. S. Lorenz; I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.",Dayton,"Oh.",1915,"",
H4SS1910,"Hymnal for the Sunday School","E. C. Cronk; Lutheran Board","Lutheran Board",Columbia,"S.C.",1915,"Lutheran hymnals (general)",Has Music
JW1915,"Joy to the World: for the Church and Sunday School","E. O. Excell; Hope Pub. Co.","Hope Pub. Co.",Chicago,"",1915,"",Has Music
JTB1915,"June Tide Blessings","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
KoA1915,"King of the Ages","C. A. Miles; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
CH1915a,"Laymens' Missionary Movement Convention Hymnal","Laymen's Missionary Movement","Laymen's Missionary Movement",New York,"",1915,"Seventh-Day Adventist Church",Has Music
LEMK1915,"Liederkranz Evangelischer Maennerchoere fuer Kirche und Verein","Heinrich Etzelmueller; Evangelical Publishing House","Evangelical Publishing House",Cleveland,"Oh.",1915,"",
L1915,"Life","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
LB51915,"Little Branches No. 5","E. E. Meyer; Meyer & Bro.","Meyer & Bro.",Chicago,"Ill.",1915,"",
MO1915,"Marching Orders","L. DeArmond; Lorenz & Co.","Lorenz & Co.",Dayton,"Oh.",1915,"",
MRS1915,"Mid Roses and Song","George F. Rosche & Co.","George F. Rosche & Co.",Chicago,"Ill.",1915,"",
MH1915,"Missionary Hymnal","Elsie Stewart Hand; Central Committee, United Study Foreign Mission","Central Committee on the United Study of Foreign Missions",West Medford,"Mass.",1915,"",Has Music
ND1915,"Night Divine","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
RH1915,"Redemption Hymns","R. H. Cornelius; R. H. Cornelius","R. H. Cornelius",Ft. Worth,"Tex.",1915,"",
RJCC1915,"Rosche's Junior Church Choir No.2","G. F. Rosche; George F. Rosche & Co.","George F. Rosche & Co.",Chicago,"Ill.",1915,"",
SRH0,"Select Revival Hymns : a collection of new and old hymns suitable for every department of church work, Bible school, young people's societies, prayer meetings, evangelistic services, Y.M.C.A...","D. B. Towner; J. Raymond Hemminger; Gospel Times Company","Gospel Times Company",Carlisle,"Penn.",1915,"",Has Music
SLPN1915,"Songs for Little People. [New ed.]","Frances Weld Danielson; Pilgrim Press","Pilgrim Press",New York,"N.Y.",1915,"",
SoB1915,"Songs of Blessing","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
SMU21915,"Songs of Mounting Up No. 2","J. M. Harris; S. McNeill; God's Revivalist Office","God's Revivalist Office",Cincinnati,"Oh.",1915,"",
SoPW1915,"Songs of the Pilgrim Way","F. A. Clark; A.M.E. Book Concern","A.M.E. Book Concern",Philadelphia,"Penn.",1915,"African Methodist Episcopal Church",
SCSN1915,"Springtime and the Children (Six Nature and Bible Lessons for the Primary Department, culminating in the Easter Lesson)","E. N. Waglie; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1915,"Northern Baptist Convention",
TH1915,"Tabernacle Hymns","Daniel Brink Towner; Rader & McKee","Rader & McKee",Chicago,"Ill.",1915,"",
ASLS1915,"The Anti-Saloon League Song Book","Edwin O. Excell; American Issue Pub. Co.","American Issue Pub. Co.",Westerville,"Oh.",1915,"",
BWCS1915,"The Book of Worship of the Church School","Hugh Hartshorne; C. Scribner's sons","C. Scribner's sons",New York,"N.Y.",1915,"",
BH1915,"The Boy's Hymnal","I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
B1915,"The Builders","E. S. Tillotson; I. H. Meredith; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
CH1915b,"The Children's Hour","Methodist Book Concern","Methodist Book Concern",New York,"N.Y.",1915,"Methodist Episcopal Church (North)",
CH1915c,"The Church Hymnal","George Whelpton; Century Co.","Century Co.",New York,"N.Y.",1915,"",
FSBC1915,"The Festival Song Budget, Children's Day","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
FSBE1915,"The Festival Song Budget, Easter","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
HRRH1915,"The Ham-Ramsay Revival Hymns, a Collection of High Class Gospel Music","William J. Ramsay; W. J. Ransay","W. J. Ransay",Chattanooga,"Tenn.",1915,"",
HO1915,"The Heart's Offering with Songs New and Old for The Lord's Memorial","Charles Walker Ray, D. D.; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"",1915,"Northern Baptist Convention",Has Music
H1915,"The Herald","R. H. Coleman; Robert H. Coleman","Robert H. Coleman",Dallas,"Tex.",1915,"",
