personID,personName,gender,personYear,deathYear
"Nettles_TD1","T. D. Nettles",,,
"Roberts_TD1","T. D. Roberts",,,
"Muir_TDW1","T. D. W. Muir",,,
"Davis_T2","T. Davis",,,
"Dennis_T2","T. Dennis",M,,
"Doubleday_T1","T. Doubleday",,,
"Allen_TE1","T. E. Allen",,,
"Bryant_TE1","T. E. Bryant",,,
"Gardner_TE1","T. E. Gardner",,,
"Herwart_TE1","T. E. Herwart",,,
"Jones_TE1","T. E. Jones",,,
"Lawson_TE1","T. E. Lawson",,,
"Lee_TE1","T. E. Lee",F,,
"Perkins_TE7","T. E. Perkins",,,
"Raoch_TE1","T. E. Raoch",,,
"Solly_TE1","T. E. Solly",,,
"StJohn_TE1","T. E. St. John",,,
"Stephens_TE1","T. E. Stephens",,,
"Terry_TE1","T. E. T.",,,
"Thompson_TE1","T. E. Thompson",,,
"Vassar_TE1","T. E. Vassar, D.D.",,,
"Wilson_TE1","T. E. Wilson",,,
"Woodard_TE1","T. E. Woodard",,,
"Eckerson_T1","T. Eckerson",,,
"Edwards_T1","T. Edwards",,,
"Holling_TE1","T. Ernest Holling, 1867-",M,,
"Frazier_TG","T. F.",U,,
"T_F","T. F. ",U,,
"Crawford_TF1","T. F. Crawford",,,
"Derrick_TF1","T. F. Derrick",,,
"TFDerrick1","T. F. Derrick",,,
"Francis_TF1","T. F. Francis",,,
"Goodrich_TF1","T. F. Goodrich",,,
"Gullixon_TF1","T. F. Gullixon",,,
"Jenkins_TF1","T. F. Jenkins",,,
"Molt_TF1","T. F. Molt",,,
"Parlett_TF1","T. F. Parlett",,,
"Seward_TF1","T. F. Seward",,,
"Stephens_TF1","T. F. Stephens",,,
"Fletcher_T1","T. Fletcher",,,
"Fliedner_T1","T. Fliedner",,,
"Franks_T1","T. Franks",F,,
"Furey_T1","T. Furey",,,
"Armstrong_TG1","T. G. Armstrong",,,
"Chattle_TG1","T. G. Chattle",,,
"Colfax_TG1","T. G. Colfax",,,
"Crippen_TG1","T. G. Crippen",,,
"Hilliard_TG1","T. G. Hilliard",,,
"Neal_TG1","T. G. Neal",,,
"Shearman_TG1","T. G. Shearman",,,
"Stelzer_TG1","T. G. Stelzer",M,,
"Hippel_TG1","T. G. v. Hippel, 1741-1796",,,
"Goadby_T1","T. Goadby",,,
"TGreen1","T. Green",,,
"Green_T1","T. Greene",,,
"Greene_T","T. Greene",U,,
"Harris_T7","T. H.",,,
"Atkinson_TH2","T. H. A.",,,
"Atkinson_TH3","T. H. A.",M,,
"T. H. A.","T. H. A.",,,
"Bayley_TH1","T. H. Bayley",,,
"Bayly_TH1","T. H. Bayly",,,
"Blair_TH1","T. H. Blair",,,
"Caldwell_TH1","T. H. Caldwell",,,
"Gallaudet_TH1","T. H. Gallaudet",,,
"Gilbert_TH1","T. H. Gilbert",,,
"Grant_TH1","T. H. Grant",,,
"Litster_TH1","T. H. Litster",,,
"Nelson_TH1","T. H. Nelson",,,
"Osborn_TH1","T. H. Osborn",,,
"Peacock_TH1","T. H. Peacock",,,
"Ree_TH1","T. H. Ree",,,
"Tanner_TH1","T. H. Tanner",,,
"Vivace_TH1","T. H. Vivace",,,
"Wilson_TH2","T. H. Wilson",,,
"Hamberg_T1","T. Hamberg",,,
"Harrison_T2","T. Harrison",,,
"Harrison_T3","T. Harrison",F,,
"THarrison1","T. Harrison",,,
"Hartman_T1","T. Hartman",,,
"Hartmann_T1","T. Hartmann",,,
"Heck_T1","T. Heck",,,
"Hermann_T1","T. Hermann",,,
"Hewlett_T1","T. Hewlett",,,
"Humphries_T1","T. Humphries",,,
"Ball_TI1","T. I. Ball",,,
"Anderson_TJ1","T. J. Anderson",,,
"Bazemore_TJ1","T. J. Bazemore",,,
"Benton_TJ1","T. J. Benton",,,
"Brooks_TJ1","T. J. Brooks",,,
"Carle_TJ1","T. J. Carle",,,
"Cook_TJ2","T. J. Cook",,,
"Cook_TJ3","T. J. Cook",F,,
"Cook_TJ1","T. J. Cook",M,,
"Costello_TJ1","T. J. Costello",,,
"Dawson_TJ3","T. J. Dawson",,,
"Dawson_TJ2","T. J. Dawson",,,
"Eckerson_TJ1","T. J. Eckerson",,,
"Edmondson_TJ1","T. J. Edmondson",,,
"Farria_TJ1","T. J. Farria",,,
"Greenwood_TJ1","T. J. Greenwood",,,
"Jenkins_TJ1","T. J. Jenkins",,,
"Jones_TJ1","T. J. Jones",,,
"Kellum_TJ1","T. J. Kellum",,,
"Lawrence_TJ1","T. J. L.",,,
"Leakey_TJ1","T. J. Leakey",,,
"Parris_TJ1","T. J. Parris",,,
"Porter_TJ5","T. J. Porter",F,,
"Price_TJ1","T. J. Price",,,
"Prout_TJ1","T. J. Prout",,,
"Shelton1","T. J. Shelton",,,
"Shepherd_TJ1","T. J. Shepherd",,,
"Smith_TJ1","T. J. Smith",,,
"Swanzey_TJ1","T. J. Swanzey",,,
"Villers_TJ1","T. J. Villers",F,,
"Wade_TJ1","T. J. Wade",,,
"Williams_TJ6","T. J. Williams",,,
"Wilson_TJ1","T. J. Wilson",,,
"Jackson_T4","T. Jackson",,,
"Hanrahan_TJ1","T. James Hanrahan",,,
"Jordan_T1","T. Jordan",,,
"TKandPGCollins1","T. K. and P.G. Collins",,,
"Collins_TK","T. K. Collins",M,,
"TKCollinsJr1","T. K. Collins, Jr.",,,
"Hygum_TK1","T. K. Hygum",,,
"T. K. L.","T. K. L.",,,
"Shen_TK1","T. K. Shen",,,
"Williams_TK1","T. K. Williams",F,,
"Keefe_T1","T. Keefe",,,
"Killingsworth_T1","T. Killingsworth",,,
"Kingto_T1","T. Kingto",,,
"Kodani_T1","T. Kodani",,,
"Kuebler_T1","T. Kuebler",,,
"Brown_TL1","T. L. Brown",,,
"Crenshaw_TL1","T. L. Crenshaw",,,
"Davis_TL1","T. L. Davis",,,
"Flood_TL1","T. L. Flood",,,
"Fowle_TL1","T. L. Fowle",,,
"Gilley_TL1","T. L. Gilley",,,
"Kennedy_TL1","T. L. Kennedy",,,
"Kimmel_TL1","T. L. Kimmel",,,
"McBride_TL1","T. L. McBride",,,
"TLPlowman1","T. L. Plowman",,,
"Lee_T1","T. Lee",,,
"Carpenter_TLeslie","T. Leslie Carpenter, Mus. Bac.",M,,
"Lynes_T","T. Lynes",U,,
"Barnett_TM1","T. M. Barnett",,,
"Bishop_TM1","T. M. Bishop",,,
"Bowdish_TM1","T. M. Bowdish",,,
"TMBowdish1","T. M. Bowdish",,,
"Eastwood_TM","T. M. Eastwood",,,
"Elliott_TM1","T. M. Elliott",,,
"Hansen_TM1","T. M. Hansen",,,
"Harris_TM2","T. M. Harris",,,
"Jones_TM1","T. M. Jones",,,
"Lister_TM1","T. M. Lister",,,
"Locke_TM1","T. M. Locke",,,
"McGee_TM1","T. M. McGee",,,
"Stevens_TM3","T. M. Stevens",,,
"Martin_T1","T. Martin",,,
"TMasonGLane1","T. Mason & G. Lane",,,
"McKie_T1","T. McKie",,,
"Mingo_T1","T. Mingo",,,
"Beall_TN1","T. N. Beall",,,
"Chambliss_TN1","T. N. Chambliss",,,
"Eaton_TN1","T. N. Eaton",,,
"Pannell_TN1","T. N. Pannell",,,
"TNewtonKurtz1","T. Newton Kurtz",,,
"Nowlin_T1","T. Nowlin",,,
"Atkins_TO1","T. O. Atkins",,,
"Beck_TO1","T. O. Beck",,,
"Bishop_TO1","T. O. Bishop",,,
"Burntvedt_TO1","T. O. Burntvedt",,,
"Davis_TO1","T. O. Davis",,,
"Miller_TO1","T. O. Miller",,,
"Neal_TO1","T. O. Neal",,,
"Pender_TO1","T. O. Pender",,,
"Stephens_TO1","T. O. Stephens",,,
"ONeill_T1","T. O'Neill",,,
"Oeste_T1","T. Oeste",,,
"Olmsted_T1","T. Olmsted",,,
"TP","T. P.",U,,
"Berry_TP1","T. P. Berry",,,
"Burt_TP1","T. P. Burt",,,
"Hamilton_TP1","T. P. Hamilton",,,
"Klammer_TP1","T. P. Klammer",,,
"MacMillan_TP","T. P. M.",,,
"Pettit_TP1","T. P. Pettit",,,
"Sharp_TP1","T. P. Sharp",,,
"Parnell_T1","T. Parnell",,,
"Petri_T3","T. Petri",,,
"Plant_T1","T. Plant",,,
"Porter_T2","T. Porter",,,
"Powell_T1","T. Powell",,,
"Birks_TR4","T. R. Birks",,,
"Cupples_TR1","T. R. Cupples",,,
"Jacks_TR1","T. R. Jacks",,,
"TRMarvin1","T. R. Marvin",,,
"Matthews_TR9","T. R. Matthews",,,
"Osborne_TR1","T. R. Osborne",,,
"Paden_TR1","T. R. Paden",,,
"Thomas_TR1","T. R. Thomas",,,
"TRWeber1","T. R. Weber",,,
"Williamson_TR1","T. R. Williamson",,,
"Ryder_T1","T. Ryder",,,
"Birks_TS1","T. S. Birks",,,
"Chard_TS1","T. S. Chard",,,
"Cobb_TS2","T. S. Cobb",,,
"Earl_TS1","T. S. Earl",,,
"Entriken_TS1","T. S. Entriken",,,
"Hitchcock_TS1","T. S. Hitchcock",,,
"Knox_TS1","T. S. Knox",,,
"M_TS","T. S. M.",U,,
"TSManning1","T. S. Manning",,,
"Adams_TSO1","T. S. O. Adams",,,
"Rezells_TS1","T. S. Rezells",,,
"Shepard_TS1","T. S. Shepard",,,
"Tearne_TS","T. S. Tearne",U,,
"Williams_TS1","T. S. Williams",,,
"Saunders_T1","T. Saunders",,,
"Seeford_T1","T. Seeford",,,
"Short_T","T. Short",U,,
"Sisk_T3","T. Sisk",,,
"Smith_T6","T. Smith",,,
"Skinner_TS","T. Stanley Skinner",U,,
"Stoemberg_T1","T. Stoemberg",,,
"Sugisaki_T1","T. Sugisaki",,,
"Bacheller_TT1","T. T. Bacheller",,,
"Barker_TT2","T. T. Barker",,,
"Eaton_TT1","T. T. Eaton",,,
"Price_TT1","T. T. Price",,,
"Shields_TT1","T. T. Shields",,,
"TTSkillman1","T. T. Skillman",,,
"Taff_TT1","T. T. Taff",,,
"Tabor_T1","T. Tabor",,,
"Timmins_T","T. Timmins",,,
"Truve_T1","T. Truve",,,
"Turner_T1","T. Turner",,,
"Walter_T","T. U. Walter",,,
"Upchurch_T1","T. Upchurch",,,
"Peters_TV1","T. V. Peters",,,
"Voorhees_TV1","T. V. Voorhees",,,
"Wallie_TV1","T. V. Wallie",,,
"Vaughn_T1","T. Vaughn",,,
"Barbe_TW1","T. W. Barbe",,,
"Barker_TW1","T. W. Barker",,,
"Barnard_TW1","T. W. Barnard",,,
"Chignell_TW1","T. W. Chignell",,,
"Dennington_TW1","T. W. Dennington",,,
"England_TW1","T. W. England",,,
"Flanagin_TW1","T. W. Flanagin",,,
"Gardner_TW1","T. W. Gardner",,,
"Hawkins_TW1","T. W. Hawkins",,,
"Hughes_TW1","T. W. Hughes",,,
"Tobias_TWJ","T. W. J. Tobias",,,
"JexBlake_TW1","T. W. Jex-Blake",,,
"McDaniel_TW1","T. W. McDaniel",,,
"Nichols_TW1","T. W. Nichols",,,
"OKelly_TW1","T. W. O'Kelly",,,
"Parsons_TW1","T. W. Parsons",,,
"Potts_TW1","T. W. Potts",,,
"Smith_TW1","T. W. Smith",,,
"Stewart_TW1","T. W. Stewart",,,
"T.W.T.","T. W. T.",,,
"Thaxter_TW1","T. W. Thaxter",,,
"TWUstick1","T. W. Ustick",,,
"Webb_TW1","T. W. Webb",,,
"TWWhite1","T. W. White",,,
"Williams_TW1","T. W. Williams",,,
"Wilson_TW1","T. W. Wilson",,,
"Walker_T1","T. Walker",,,
"Wallace_T1","T. Wallace",,,
"Wallhead_T1","T. Wallhead",,,
"Bancroft_TW2","T. Whiting Bancroft",,,
"Bancroft_TW3","T. Whiting Bancroft",,,
"Wild_T1","T. Wild",,,
"Wilkins_T1","T. Wilkins",,,
"Williams_T4","T. Williams",,,
"Wilson_T4","T. Wilson",,,
"Wistar_T1","T. Wistar",,,
"Worman_T1","T. Worman",,,
"Wright_T2","T. Wright",,,
"Wyatt_T1","T. Wyatt",,,
"Koo_TZ1","T. Z. Koo",,,
"Chingfu_T1","T'ien Ching-fu",,,
"Phillips_T2","Tabbie Phillips",,,
"TabernaclePress1","Tabernacle Press",U,,
"TabernaclePubCo1","Tabernacle Pub. Co.",U,,
"TaggardThompson1","Taggard & Thompson",,,
"TaintorBrothersCo1","Taintor Brothers & Co.",U,,
"TaintorBros1","Taintor Brothers, Merrill & Co.",,,
"TaintorBrothersMerrillCo1","Taintor Brothers, Merrill & Co.",U,,
"Communaute_dt","Taizé Community",U,,
"Zacharias_T1","Taldena Zacharias",,,
"Bittikofer_TJ","Talmadge J. Bittikofer, b. 1892",M,,
"Statum_T1","Talmadge Statum",U,,
"Vargha_T1","Tamas Vargha",,,
"Rhoton_T","Tammi Rhoton",F,,
"Wiens_T","Tammy Wiens",F,,
"Geneva_T1","Tannis Geneva",,,
"Tapp_J","Tapp",,,
"Tappan","Tappan",,,
"TappanWhittemoreMason1","Tappan, Whittemore & Mason",,,
"Tarasai1","Tarasai",U,,
"Tauf1","Tauf",,,
"Taylor1","Taylor",U,,
"Taylor","Taylor",U,,
"Taylor_EC2","Taylor",F,,
"TeachersMusicPublishing1","Teacher's Music Publishing",,,
"TeachersMusicPubCo1","Teachers' Music Pub. Co.",U,,
"TeachersMusicPublishingCo1","Teachers' Music Publishing Co.",U,,
"Creen_T1","Ted Creen",,,
"Robertson_T1","Ted Robertson",,,
"Sandquist_Ted","Ted Sandquist",M,,
"Silverns_T1","Ted Silverns",,,
"Wilson_T","Ted Wilson",M,,
"Smith_T","Tedd Smith",M,,
"Cheairs_T1","Teddlie Cheairs",U,,
"Teel1","Teel",,,
"Tegtryn","Tegtryn",,,
"Atano_T1","Teiin Atano",,,
"Hatano_T1","Teiin Hatano",,,
"Telesphorus","Telesphorus, Bishop of Rome",,,
"TemperanceMusicCo1","Temperance Music Co.",U,,
"TempletonMassFirstChurch1","Templeton, Mass. First Church",,,
"Cook_TC1","Tena C. Cook",,,
"TennesseeMusicPrinting1","Tennessee Music & Printing",U,,
"TennesseeMusicPrintingCo1","Tennessee Music & Printing Co.",U,,
"TennesseeMusicandPrintingCo1","Tennessee Music and Printing Co.",U,,
"Tenney_JHJH","Tenney, J. H. (John Harrison), 1840-",,,
"Muller_T","Teresa Muller",F,,
"Haban_T1","Teresine Haban",,,
"TerritorialHeadquarters1","Territorial Headquarters",,,
"Butler_T","Terry Butler, b. 1955",M,,
"Haws_Terry","Terry L. Haws",M,,
"Pillow_T1","Terry Pillow",,,
"Coelho_T","Terrye Coelho",F,,
"Smith_T7","Texana Smith",,,
"TexasFolkLoreSocietyPublicatio1","Texas Folk-Lore Society Publications",U,,
"Stevens_TH1","Texas H. Stevens",,,
"Roberts_T3","Thad Roberts",,,
"Harris_TM3","Thaddeus Mason Harris",,,
"Neff_T","Thaddeus Neff",M,,
"Cavuoti_Thaddeus","Thaddeus P. Cavuoti (b. 1955)",M,,
"Lorant_T1","Thaly Lorant",,,
"TheAmericanSundaySchoolUnion1","The American Sunday School Union",U,,
"TheAmericanTractSociety1","The American Tract Society",U,,
"Bawbees","The Bawbees",U,,
"BibleandPublicationSociety1","The Bible and Publication Society",U,,
"TheBookstore1","The Bookstore (The Northfield Schools)",U,,
"TheBrothersofCharity1","The Brothers of Charity",U,,
"TheCongregation1","The Congregation",U,,
"Dakota_Mission_AMA","The Dakota Mission of the American Missionary Association",U,,
"TheEchoMusicCo1","The Echo Music Co.",U,,
"EvangelicalPublishingCo1","The Evangelical Publishing Co.",U,,
"TheGladTidingsCo1","The Glad Tidings Co.",U,,
"TheGladTidingsPubCo1","The Glad Tidings Pub. Co.",U,,
"Iona_C","The Iona Community",,,
"LutheranBoardofPublication1","The Lutheran Board of Publication",U,,
"TheNationalChristianMission1","The National Christian Mission",U,,
"TheNewChurchBoardofPublication1","The New Church Board of Publication",U,,
"TaliEsenMorgan1","The Ocean Groove Association: Tali Esen Morgan",,,
"TheOutlookCo1","The Outlook Co.",U,,
"TheProprietor1","The Proprietor",U,,
"TheShowalterLincolnCo1","The Showalter Lincoln Co.",U,,
"TheSociety1","The Society",U,,
"UnionPress1","The Union Press",U,,
"UMKHC","The United Methodist Korean Hymnal Committee",U,,
"Bird_T2","Theda Bird",,,
"Gross_T","Thelma Gross",F,,
"Heard_T1","Thelma Heard",,,
"Jordan_TM1","Thelma M. Jordan",,,
"Phillips_T3","Thelma Phillips",,,
"Walton_T1","Thelma Walton",,,
"Noss_TB4","Theo. B. Noss",,,
"Perkins_TC1","Theo. C. Perkins",,,
"Miller_DC1","Theo. D. C. Miller, M.D.",,,
"Crucius_T","Theodor Crucius",U,,
"Goldschmidt_T","Theodor Goldschmidt",U,,
"Herzogenrath_TI1","Theodor I. Herzogenrath",,,
"TheodorRichter1","Theodor Richter",,,
"Oldenburg_TV1","Theodor V. Oldenburg",,,
"Sydow_T1","Theodor von Sydow",,,
"Thomson_TA1","Theodora A. Thomson",,,
"Lau_T1","Theodora Lau",,,
"Lacey_TA","Theodore A. Lacey",M,,
"Lathrop_TB1","Theodore B. Lathrop",M,,
"Beck_T","Theodore Beck",M,,
"Pease_TC1","Theodore C. Pease",M,,
"Williams_TC","Theodore C. Williams, 1855-1915",M,,
"Miller_TDC1","Theodore D. C. Miller",M,,
"Dobbs_T1","Theodore Dobbs",M,,
"Curtis_TE1","Theodore E. Curtis",M,,
"Kitching_TH1","Theodore H. Kitching",M,,
"Hyatt_T1","Theodore Hyatt",M,,
"Koerner_T1","Theodore Koerner",M,,
"Pease_T1","Theodore Pease",M,,
"TheodorePresserCo1","Theodore Presser Co.",U,,
"Horvath_Theodore","Theodore S. Horvath",M,,
"Sisk_T5","Theodore Sisk",M,,
"Sisk_T4","Theodore Sisk",F,,
"Barker_TT3","Theodore T. Barker",M,,
"Wood_T1","Theodore Wood",M,,
"Gautier_T1","Theophile Gautier",,,
"Theophilus1","Theophilus",,,
"THarris1","Theophilus Harris",,,
"Babcock_T3","Theron Babcock",,,
"Thomas_T1","Theron Thomas",,,
"Theta_","Theta",,,
"Herman_T1","Thoman Herman",,,
"Schuster_T1","Thoman Schuster",,,
"Thomann1","Thomann",,,
"ThomasAndrews1","Thomas & Andrews",,,
"ThomasAndrewsDWest1","Thomas & Andrews & D. West",,,
"ThomasJamesSwords1","Thomas & James Swords",,,
"ThomasMattill1","Thomas & Mattill",,,
"ThomasThomas1","Thomas & Thomas",,,
"Pope_TA1","Thomas A. Pope",M,,
"Lacey_TA3","Thomas Alexander Lacey, 1853-1931",M,,
"Ashe_T1","Thomas Ashe",M,,
"DeVere_TA1","Thomas Aubrey DeVere",M,,
"Coombs_TB1","Thomas B. Coombs",M,,
"ThomasBNoonanCo1","Thomas B. Noonan & Co.",U,,
"Backman_T2","Thomas Backman",M,,
"Belt_T1","Thomas Belt",M,,
"Benton_T1","Thomas Benton",M,,
"Bird_T3","Thomas Bird",M,,
"Blaurer_T1","Thomas Blaurer",M,,
"Bracken_T1","Thomas Bracken",M,,
"Browne_TB1","Thomas Briarly Browne",M,,
"McDormand_TB1","Thomas Bruce McDormand",M,,
"Bryce_T1","Thomas Bryce",M,,
"Burroughs_T1","Thomas Burroughs",F,,
"Butts_T1","Thomas Butts",M,,
"Hunter_TC1","Thomas C. Hunter",M,,
"Neal_TC3","Thomas C. Neal",M,,
"Porter_TC1","Thomas C. Porter",,,
"Wallace_TC1","Thomas C. Wallace",M,,
"Cleland_T1","Thomas Cleland",M,,
"Cleworth_T1","Thomas Cleworth",M,,
"Coke_T1","Thomas Coke",M,,
"Coles_T1","Thomas Coles",M,,
"Coney_T1","Thomas Coney",M,,
"Curtis_T1","Thomas Curtis",M,,
"Sterbens_Thomas","Thomas D Sterbens",M,,
"Lemmond_TD1","Thomas D. Lemmond",M,,
"Dalius_T1","Thomas Dalius",M,,
"Davenport_T1","Thomas Davenport",M,,
"Deaton_T1","Thomas Deaton",M,,
"TDobson1","Thomas Dobson",,,
"ThomasDobsonSon1","Thomas Dobson & Son",U,,
"Doggett_T1","Thomas Doggett",M,,
"English_TD","Thomas Dunn English",M,,
"Dutton_T1","Thomas Dutton",M,,
"Hall_TE1","Thomas E. Hall",M,,
"Herbranson_TE","Thomas E. Herbranson",M,,
"Moore_TE1","Thomas E. Moore",M,,
"Roach_TE1","Thomas E. Roach",M,,
"Roberts_TE1","Thomas E. Roberts",M,,
"Sherman_TE1","Thomas E. Sherman",M,,
"Hankinson_TE1","Thomas Edwards Hankinson",M,,
"Ellwood_T1","Thomas Ellwood",M,,
"este_t1","Thomas Este",M,,
"Fitzgerald_T1","Thomas Fitzgerald",M,,
"Forbes_T1","Thomas Forbes",M,,
"Johnson_TF1","Thomas Franklin Johnson",M,,
"Granger_T1","Thomas Granger",M,,
"Gray_T1","Thomas Gray",M,,
"Griffith_T1","Thomas Griffith",M,,
"Grigg_T","Thomas Grigg",M,,
"Grinfield_T1","Thomas Grinfield",M,,
"Boyle_TH1","Thomas H. Boyle",M,,
"Gillette_MB","Thomas H. Gill, 1819-1906",F,,
"Howard_TH1","Thomas H. Howard",M,,
"Smith_TH2","Thomas H. Smith",M,,
"Smithers_TH","Thomas H. Smithers",M,,
"Wilson_TH3","Thomas H. Wilson",M,,
"Han_T1","Thomas Han",M,,
"HarrisonThomas_T1","Thomas Harrison, Thomas",M,,
"Hayward_T","Thomas Hayward",M,,
"Herbert_T1","Thomas Herbert",M,,
"Heywood_T1","Thomas Heywood",M,,
"Hill_T1","Thomas Hill",M,,
"Hincks_T1","Thomas Hincks",M,,
"Hood_T1","Thomas Hood",M,,
"Hornblower_T1","Thomas Hornblower",M,,
"Houston_T1","Thomas Houston",M,,
"Johnson_TI1","Thomas I. Johnson",M,,
"Biggs_TJ1","Thomas J. Biggs",M,,
"Donilson_TJ1","Thomas J. Donilson",M,,
"Farris_TJ1","Thomas J. Farris",M,,
"Ferris_TJ1","Thomas J. Ferris",M,,
"ThomasJFlynnCo1","Thomas J. Flynn & Co.",U,,
"Judkin_TJ1","Thomas J. Judkin",M,,
"Laney_TJ1","Thomas J. Laney",M,,
"Morgan_TJ3","Thomas J. Morgan",M,,
"Morgan_TJ2","Thomas J. Morgan, D.D., LL. D.",,,
"Self_TJ1","Thomas J. Self",M,,
"Jarratt_T1","Thomas Jarratt",M,,
"Jones_T2","Thomas Jones",M,,
"Kingo_T1","Thomas Kingo",M,,
"Koschant_T1","Thomas Koschant",M,,
"Baird_TL1","Thomas L. Baird",M,,
"Johnson_TL1","Thomas L. Johnson",M,,
"Tipton_TLN","Thomas L. N. Tipton",M,,
"Poulson_TL1","Thomas L. Poulson",M,,
"Harris_TL1","Thomas Lake Harris",M,,
"Laurie_T1","Thomas Laurie",M,,
"Lewis_T1","Thomas Lewis",M,,
"McLain_TL1","Thomas Lloyd McLain",M,,
"Lockette_T1","Thomas Lockette",M,,
"Morton_TM1","Thomas M. Morton",M,,
"Pierce_TM1","Thomas M. Pierce",M,,
"Stevens_TM4","Thomas M. Stevens",M,,
"Mason_T3","Thomas Mason",M,,
"Peirce_TM1","Thomas May Peirce",F,,
"Maynard_T4","Thomas Maynard",M,,
"McDougall_T1","Thomas McDougall",M,,
"Morrell_T1","Thomas Morrell",M,,
"ThomasNStanford1","Thomas N. Stanford",M,,
"Nelson_T","Thomas Nelson",M,,
"Nield_T1","Thomas Nield",M,,
"Norton_T1","Thomas Norton",M,,
"Blair_TO1","Thomas O. Blair",M,,
"Crouse_TO1","Thomas O. Crouse",M,,
"Slavens_TP1","Thomas P. Slavens",M,,
"Paine_T1","Thomas Paine",M,,
"Parks_T","Thomas Parks",U,,
"Paxton_T1","Thomas Paxton",M,,
"Pestel_T1","Thomas Pestel",M,,
"Prince_T1","Thomas Prince",M,,
"Sweatmon_TR1","Thomas R. Sweatmon",M,,
"Thompson_TR1","Thomas R. Thompson",M,,
"Wilson_TR1","Thomas R. Wilson",M,,
"Ramsey_T1","Thomas Ramsey",M,,
"Rawson_T1","Thomas Rawson",M,,
"Reed_T1","Thomas Reed",,,
"Roberts_T4","Thomas Roberts",M,,
"Robinson_T1","Thomas Robinson",M,,
"Cobb_TS3","Thomas S. Cobb",M,,
"Sadler_T1","Thomas Sadler",M,,
"Slawson_T","Thomas Slawson",M,,
"Hinde_TS1","Thomas Spotswood Hinde",M,,
"Stephenson_T1","Thomas Stephenson",M,,
"Sullivan_T1","Thomas Sullivan",M,,
"Miller_TT1","Thomas T. Miller",M,,
"ThomasTTaskerSr1","Thomas T. Tasker, Sr.",M,,
"ThomasTodd1","Thomas Todd",M,,
"Day_TW1","Thomas W. Day",M,,
"Freckelton_TW1","Thomas W. Freckelton",M,,
"Freckleton_TW1","Thomas W. Freckleton (1827-)",M,,
"Gholson_TW1","Thomas W. Gholson",M,,
"Higginson_TW1","Thomas W. Higginson",M,,
"Jefferson_TW","Thomas W. Jefferson",M,,
"Watson_T1","Thomas Watson",M,,
"ThomasWells1","Thomas Wells",M,,
"ThomasWhittaker1","Thomas Whittaker",M,,
"ThomasWhittemore1","Thomas Whittemore",M,,
"Williams_T5","Thomas Williams",M,,
"Wilson_T5","Thomas Wilson",M,,
"ThomasYCrowell1","Thomas Y. Crowell",M,,
"Thompson1","Thompson",,,
"ThompsonMusicCo1","Thompson Music Co.",U,,
"ThompsonBigelowBrwon","Thompson, Bigelow & Brown",U,,
"Thornby","Thornby",U,,
"Tripton_TG1","Thorton G. Tripton",,,
"Doty_TK1","Thos. K. Doty",,,
"Langton_T","Thos. Langton",M,,
"Briggs_TP1","Thos. Pearl Briggs",,,
"Weddle_FS1","Thos. S. Weddle",M,,
"Dyani_T","Thozama Dyani",U,,
"Thurber_C1","Thurber",M,,
"Backman_T3","Thure Backman",,,
"Byrd_T1","Thurman Byrd",F,,
"Smith_TH3","Thurman H. Smith",,,
"Creel_TO1","Thurman O. Creel",,,
"Thysius_JF","Thysius",U,,
"Elkins_T1","Tice Elkins",,,
"TicknorFields1","Ticknor & Fields",,,
"TicknorandFields1","Ticknor and Fields",,,
"JTiebout1","Tiebout",,,
"Barnwell_TR1","Tila Ripley Barnwell",,,
"Butler_T1","Tillis Butler",M,,
"Tillman_CD-0","Tillman, Charlie D",,,
"Lubis_T","Tilly Lubis",U,,
"Cullen_T","Tim Cullen",M,,
"Peters_T1","Tim Peters",,,
"Smith_T2","Tim Smith",M,,
"TenClay_T","Tim TenClay",M,,
"undefined","Timothy Dwight, D.D.",U,,
"Kimbrough_TE","Timothy E. Kimbrough",M,,
"Eatto_T1","Timothy Eatto",M,,
"Gibson_Timothy","Timothy Gibson",M,,
"Kendall_T1","Timothy Kendall",M,,
"Lamb_T1","Timothy Lamb",M,,
"Matthews_T1","Timothy Matthews",M,,
"Olmstead_T1","Timothy Olmstead",M,,
"Poland_T1","Timothy Poland",M,,
"Smith_T8","Timothy Smith",M,,
"Tan_T","Timothy Tan, 20th century",M,,
"Valentine_T","Timothy Valentine, S.J., b. 1959",M,,
"Watson_T","Timothy Watson",M,,
"Cole_TC1","Tina C. Cole",,,
"Spencer_T1","Tina Spencer",,,
"Tinker_MZ","Tinker, Milton Z.",,,
"TiptonOrphansHome1","Tipton Orphans' Home",,,
"Vaquero_T","Tirso Vaquero",,,
"Rodriguez_T1","Tito Rodriguez",,,
"Johnson_TM1","Titus M. Johnson",,,
"Bersch_T1","Tobias Bersch",,,
"Keil_T1","Tobias Keil",,,
"Kiel_T1","Tobias Kiel",,,
"Flowerday_T","Todd Flowerday",M,,
"Harjunpaa_T1","Toiyo Harjunpaa",,,
"Yamaguchi_T","Tokuo Yamaguchi",,,
"Kotani_T1","Tokusui Kotani",,,
"Ferguson_TA1","Tom A. Ferguson",,,
"Booth_T1","Tom Booth, b. 1961",M,,
"Brooks_Tom","Tom Brooks",M,,
"Neal_TC","Tom C. Neal",M,,
"Carder_T1","Tom Carder, Jr.",,,
"Carrington_T1","Tom Carrington",,,
