"A voice from heaven we have heard",,,,"Irving Clinton Tomlinson",,a_voice_from_heaven_we_have_heard,
"A voice from lands across the sea","Will you miss me","O will you miss me when I'm gone",,"E. Greer Floyd",,a_voice_from_lands_across_the_sea,
"A voice from Macedonia",,,,"Daniel R. Lucas",,a_voice_from_macedonia,
"A voice from the billow is calling",,"She is nearing the beautiful city",,"Neva Parkhill Prentice",,a_voice_from_the_billow_is_calling,
"A voice from the desert comes awful and shrill",,,,"William H. Drummond",,a_voice_from_the_desert_comes_awful_and_,
"A voice from the desert comes glorious and shrill",,,,,,a_voice_from_the_desert_comes_glorious_a,
"A voice from the desert comes sounding",,,,,,a_voice_from_the_desert_comes_sounding,
"A voice from the desert comes sounding and shrill",,,,"William H. Drummond",,a_voice_from_the_desert_comes_sounding_a,
"A voice from the desert most welcome proclaims",,,,,,a_voice_from_the_desert_most_welcome_pro,
"A voice from the hills",,,,"L. Nightingale",,a_voice_from_the_hills,
"A voice from the savage, a voice from the slave",,,,,,a_voice_from_the_savage_a_voice_from_the,
"A voice from the sea to the mountains","The great voices",,,"Charles T. Brooks",,a_voice_from_the_sea_to_the_mountains,
"A voice from the spirit land","The sister's call",,,"S. R. Brown",,a_voice_from_the_spirit_land,
"A voice goes forth that sounds o'er every nation",,"Calling now to thee",,,,a_voice_goes_forth_that_sounds_oer_every,
"A voice hath spoken from the dust",,,,"J. Marinus Jensen",,a_voice_hath_spoken_from_the_dust,
"A voice in every gale",,,,"Amelia Opie",,a_voice_in_every_gale,
"A voice in every gale  A tongue in every flower",,,,"Amelia Opie",,a_voice_in_every_gale_a_tongue_in_every_,
"A voice in the air and a star in the sky","Chime on, shine on",,,"Hezekiah Butterworth",,a_voice_in_the_air_and_a_star_in_the_sky,
"A voice in the silence comes back to me",,"In that land",,"R. Anna Schermerhorn",,a_voice_in_the_silence_comes_back_to_me,
"A voice in the wilderness, crying aloud",,,,,,a_voice_in_the_wilderness_crying_aloud,
"A voice in the wilderness is crying","Prepare ye the way of the Lord",,,"Antoinette Jackson",,a_voice_in_the_wilderness_is_crying,
"A voice is calling you today, calling you to rest",,"He's calling, he's calling, now no longer roam",,"Stella M. Gibbs",,a_voice_is_calling_you_today_calling_you,
"A voice is heard in the heavy [dewy] dawn",Sometime,"Beware, beware, at the pearly gate",,"Eliza E. Hewitt",,a_voice_is_heard_in_the_heavy_dewy_dawn,
"A voice is heard on earth of kinsfolk weeping",,,,"G. D. Burns",,a_voice_is_heard_on_earth_of_kinsfolk_we,
"A voice is heard upon the barren heights",,,,,,a_voice_is_heard_upon_the_barren_heights,
"A voice is heard which hell alarms",,"O, come with us, we'll do thee good",,,,a_voice_is_heard_which_hell_alarms,
"A voice is on the Sabbath air",,,,,,a_voice_is_on_the_sabbath_air,
"A voice is ringing sweet",,"A heavenly voice is calling",,"Laura E. Newell",,a_voice_is_ringing_sweet,
"A voice is sweetly singing","Jesus and His Love","Tell me the old, old story",English,"John R. Clements",,a_voice_is_sweetly_singing,
"A voice majestic from on high",,"O will you act the man of God",,"Charles W. Naylor",,a_voice_majestic_from_on_high,
"A voice resounds like thunder peal","The watch on the Rhine","Dear Fatherland, no danger thine",,"Max Schneckenburger",,a_voice_resounds_like_thunder_peal,
"A voice sweet and tender is pleading",,"O come now, come now",,"E. Dee",,a_voice_sweet_and_tender_is_pleading,
"A voice that I hear, across the sea",,,,"M. B. C. Slade",,a_voice_that_i_hear_across_the_sea,
"A voice through the world",,"Prepare ye the way of the Lord",,"C. S. Kauffman",,a_voice_through_the_world,
"A voice upon the midnight air",,,,"James Martineau",,a_voice_upon_the_midnight_air,
"A voice was heard in Ramah that could not be consoled","A Voice Was Heard in Ramah",,,"Carolyn Winfrey Gillette","7.6.7.6 D",a_voice_was_heard_in_ramah_that_could,
"A voice within us speaks the startling word",,,,"R. H. Dana",,a_voice_within_us_speaks_the_startling_w,
"A vote in the laws they make","Civil rights",,,"Ernest Jones",,a_vote_in_the_laws_they_make,
"A wail comes o'er the breeze",,,,"E. H. Gray",,a_wail_comes_oer_the_breeze,
"A wail comes o'er the wave, And speaks of sighing",,,,"J. H. Hanaford",,a_wail_comes_oer_the_wave_and_speaks_of_,
"A wail from beyond the desert",,,,"N. L. Frothingham",,a_wail_from_beyond_the_desert,
"A wanderer below","The wanderer's prayer","And sing redeeming love",,"William Stevenson",,a_wanderer_below,
"A wanderer I long have been","I'm coming home dear Lord","I'm coming home, yes coming",,"J. S. Kimbrough",,a_wanderer_i_long_have_been,
"A wanderer weary","At the fountain","I would linger",,"L. M. Bateman",,a_wanderer_weary,
"A wanderer with broken heart","My only plea","He died for you, he died for me",,"Alfred H. Ackley",,a_wanderer_with_broken_heart,
"A wandering boy was a-weary","The old song","O where is my boy tonight",,"James Rowe",,a_wandering_boy_was_aweary,
"A wandering sheep","The Shepherd's voice",,,"Julia H. Johnston",,a_wandering_sheep,
"A wandering sheep in  pathways drear","The Shepherd's voice is calling","His voice I hear, my Shepherd dear",,"Julia H. Johnston",,a_wandering_sheep_in_pathways_drear,
"A warfare is raging 'twixt wrong and the right",,"Fall into line, brother",,"Francis A. Blackmer",,a_warfare_is_raging_twixt_wrong_and_the_,
"A warning cry, like a trumpet blast",,"For who shall take a stand, in that dreadful day",,"John M. Whyte",,a_warning_cry_like_a_trumpet_blast,
"A warning from heaven, the Savior is near",,,,,,a_warning_from_heaven_the_savior_is_near,
"A warrior fallen! a warrior fallen!",,,,,,a_warrior_fallen_a_warrior_fallen,
"A wave is rolling o'er the land","The rum saloon shall go","Shall go, we know",,"John O. Foster",,a_wave_is_rolling_oer_the_land,
"A way to Calvary leadeth",,"The way doth lead to perfect",,"C. G. Liander",,a_way_to_calvary_leadeth,
"A weak and thoughtless child",,,,,,a_weak_and_thoughtless_child,
"A weak and weary dove, with drooping","The weary dove",,,"J. Dowling",,a_weak_and_weary_dove_with_drooping,
"A weary footsore prodigal","The prodigal's return","I'm coming home",,"Mrs. C. H. Morris",,a_weary_footsore_prodigal,
"A weary pilgrim sat","The Lamp.",,English,"Joseph Morris",6.6.6.6.8.8,a_weary_pilgrim_sat,
"A weary world is waiting",,"'Til the world shall hear",,"Margot Zilch",,a_weary_world_is_waiting,
"A wedding feast at Galilee",,"Turning water into wine",,"James M. Gray",,a_wedding_feast_at_galilee,
"A wedding took place at Cana in Galilee","Christ Reveals His Glory",,English,,,christ_reveals_his_glory,
"A wee little child had been left all alone","He'll come as He said","Don't worry, He'll come as He said",,"Herbert Buffum",,a_wee_little_child_had_been_left_all_alo,
"A wee little seed",,"It grew, it grew",,"Edith Sanford Tillotson",,a_wee_little_seed,
"A week again has passed away",,"We come, we come",,,,a_week_again_has_passed_away,
"A week within the sukko green",,,,"Isabella R. Hess",,a_week_within_the_sukko_green,
"A welcome, a welcome, a welcome we sing",,"We greet you, we greet you, we greet you today",,"Elisha A. Hoffman",,a_welcome_a_welcome_a_welcome_we_sing,
"A welcome, brothers, from each heart",,,,"J. W. Mansfield",,a_welcome_brothers_from_each_heart,
"A welcome, oh, dear children",,,,"Frances Weld Danielson",,a_welcome_o_dear_children,
"A welcome to our treasury","We'll sing these jewels rare",,,"J. H. Kurzenknabe",,a_welcome_to_our_treasury,
"A welcome to you",,,,,,a_welcome_to_you,
"A welcome tonight friends",,,,"Fannie M. Parker",,a_welcome_tonight_friends,
"A welcome warm, a welcome true",,,,"J. A. Bearl",,a_welcome_warm_a_welcome_true,
"A welcome warm we joyously ",,,,"Lillian Rainor",,a_welcome_warm_we_joyously,
"A welsoch chwi Ef",,,,,,a_welsoch_chwi_ef,
"A widow of Zarephath town","Song of Two Widows",,English,"Mary Nelson Keithahn","8.8.8.8 D",a_widow_of_zarephath_town,"Time Now to Gather"
"A widow sat watching her fair-haired boy      ","Now I lay me down to sleep","Kiss me, mother, let me go",,"Aldine S. Kieffer",,a_widow_sat_watching_her_fairhaired_boy,
"A widow’s hand in days of old",,,,,8.6.8.6.8.8,a_widows_hand_in_days_of_old,
"A wiggly, waggly worm","A wiggly, waggly worm",,,,,a_wiggly_waggly_worm,
"A wild rose in the forest",,,,,,a_wild_rose_in_the_forest,
"A wilderness drear I'm traveling here",,"I'm looking for a home",,"J. R. Baxter",,a_wilderness_drear_im_traveling_here,
"A wildflower grew in the deep woodland shade","The wildflower",,,"G. A. Collin",,a_wildflower_grew_in_the_deep_woodland_s,
"A willow by the water course    ",,,,"James Montgomery",,a_willow_by_the_water_course,
"A winged harbinger from bright heaven flown",,,,"Jeremy Taylor",,a_winged_harbinger_from_bright_heaven_fl,
"A winner of souls I want to be for Jesus","I want to win souls",,,"Charles W. Vaughan",,a_winner_of_souls_i_want_to_be_for_jesus,
"A wish, though unexpressed",,,,"Henry Berkowitz",,a_wish_though_unexpressed,
"A woman and a coin-the coin is lost!","A Woman and a Coin-The Coin Is Lost",,English,"Jaroslav J. Vajda",,a_woman_and_a_cointhe_coin_is_lost,
"[A Woman Came Who Knew and Paid]","A Woman Came Who Knew and Paid",,,,"8.8.8.8 with refrain",a_woman_came_who_knew_and_paid,"<i>Carpenter, Why Leave the Bench</i> (Selah Publishing, 1996)"
"[A Woman in the Crowd]","A Woman in the Crowd",,,"Brian Wren",,a_woman_in_the_crowd,"<i>Praising a Mystery</i> (Hope Publishing Company,, 1986)"
"A woman of Samaria came to where the well of Jacob lies","Water of Life","He who drinks of the water of life",,"John Ylvisaker",,a_woman_of_samaria_came_to_where_the_wel,
"A woman of valor who can find?","A Woman of Valor",,,"Ray M. Cook",,a_woman_of_valor_who_can_find,
"[A Woman Stood Before Her God]","A Woman Stood Before Her God",,,,8.6.8.6,a_woman_stood_before_her_god,"<i>Carpenter, Why Leave the Bench</i> (Selah Publishing, 1996)"
"A woman who did not count the cost","A Woman Who Did Not Count the Cost","O God, you are the Anointing One",,"Richard D. Leach","8.8.8.8 D",a_woman_who_did_not_count_the_cost,
"A wonder unto many, a wonder unto many",,,,"H. O. Devah",,a_wonder_unto_many_a_wonder_unto_many,
"A wonderful and righteous stand is mine","My wealth in Christ",,,"A. S. Copley",,a_wonderful_and_righteous_stand_is_mine,
"A wonderful boon to man is given","The man of Galilee",,,"Mrs. Frank A. Breck",,a_wonderful_boon_to_man_is_given,
"A wonderful day for us will dawn",,,,"Henry L. Duncan",,a_wonderful_day_for_us_will_dawn,
"A wonderful day is coming I know",,,,"G. D. McNair",,a_wonderful_day_is_coming_i_know,
"A wonderful fountain is opened","Calvary's fountain","Yes, Calvary's fountain is flowing",,"William J. Henry",,a_wonderful_fountain_is_opened,
"A wonderful fountain was opened for sin",,"To the fount of His blood quickly flee",,"Charles Edward Pollock",,a_wonderful_fountain_was_opened_for_sin,
"A wonderful Friend has come down from",,,,"James Rowe",,a_wonderful_friend_has_come_down_from,
"A wonderful Friend has come down from on high",,"Make room for His love in your soul",,"James Rowe",,a_wonderful_friend_has_come_down_from_on,
"A wonderful Friend has come into my life","My wonderful Friend","I'm glad, glad, glad",,"Lizzie DeArmond",,a_wonderful_friend_has_come_into_my_life,
"A wonderful Friend is beside me","The best friend of all","I love HIm, O dearly I love Him",,"James Rowe",,a_wonderful_friend_is_beside_me,
"A wonderful Friend is by my side","He holds my hand",,,"P. J. Woodard",,a_wonderful_friend_is_by_my_side,
"A wonderful Friend is my Savior and King",,"Praise Him, praise Him, praise the Creator",,"R. E. Winsett",,a_wonderful_friend_is_my_savior_and_king,
"A wonderful Friend is my Savior and Lord",,"A wonderful Friend is Jesus",,"Ina Duley Ogdon",,a_wonderful_friend_is_my_savior_and_lord,
"A wonderful Friend is the Savior of men","What is Christ",,,"Laurene Highfield",,a_wonderful_friend_is_the_savior_of_men,
"A wonderful gift is Jesus",,,,"F. A. Mills",,a_wonderful_gift_is_jesus,
"A wonderful gift of His love is mine",,"Peace, sweet peace",,"Ada Blenkhorn",,a_wonderful_gift_of_his_love_is_mine,
"A wonderful grace",,"O wonderful grace",,,,a_wonderful_grace,
"A wonderful healer once walked among men",,"Jesus can heal, can heal today",,"Haldor Lillenas",,a_wonderful_healer_once_walked_among_men,
"A wonderful home",,"I'm walking that way",,"James Rowe",,a_wonderful_home,
"A wonderful house have I",,,,"Wilbur F. Crafts",,a_wonderful_house_have_i,
"A wonderful joy and salvation",,"My soul with His glory is flooded",,"Annie Wittenmeyer",,a_wonderful_joy_and_salvation,
"A wonderful light, and a song","The song in the night",,,"Sallie Keep Best",,a_wonderful_light_and_a_song,
"A wonderful light shines on earth","Heavenly love light",,,"F. J. Campbell",,a_wonderful_light_shines_on_earth,
"A wonderful love, from heaven above",,"Love, love won the victory",,"William C. Poole",,a_wonderful_love_from_heaven_above,
"A wonderful message I bring unto you",,"God saves whosoever will come",,"Herbert Buffum",,a_wonderful_message_i_bring_unto_you,
"A wonderful message of gladness I bring","The messenger","I am his messenger, and these tidings I bear",,"Neal A. McAulay",,a_wonderful_message_of_gladness_i_bring,
"A wonderful peace is abiding within","The Lord of my heart","Yes, He is the Lord of my heart",,"James Rowe",,a_wonderful_peace_is_abiding_within,
"A wonderful place for the souls",,"O, won't we be happy up there",,"Mike Byrge",,a_wonderful_place_for_the_souls,
"A wonderful promise God's given",,"Under His wings abiding",,"Johnson Oatman",,a_wonderful_promise_gods_given,
"A wonderful promise is given","Alone somewhere with God","O get alone",,"David J. Becker",,a_wonderful_promise_is_given,
"A wonderful refuge in Jesus I found",,"A wonderful refuge is Jesus",,"Eliza E. Hewitt",,a_wonderful_refuge_in_jesus_i_found,
"A wonderful salvation our Savior brought","Through the riches of His grace",,,"I. E. Reynolds",,a_wonderful_salvation_our_savior_brought,
"A wonderful Savior from heaven once came",,"My sins are forgiven, I know",,"Norman J. Clayton",,a_wonderful_savior_from_heaven_once_came,
"A wonderful Savior is Jesus my King",,"O a wonderful Savior is Jesus",,"C. R. L. Vawter",,a_wonderful_savior_is_jesus_my_king,
"A wonderful Savior is Jesus my Lord","A Wonderful Savior Is Jesus My Lord","He hideth my soul in the cleft of a rock",English,"Fanny J. Crosby","11.8.11.8 with refrain",a_wonderful_savior_is_jesus_my_lord,
"A wonderful Savior is Jesus our King","Wonderful love","'Tis wonderful love",,"J. L. McCombs",,a_wonderful_savior_is_jesus_our_king,
"A wonderful Savior is Jesus to me","Tell the story of love","O tell it again and again",,"William H. Crouse",,a_wonderful_savior_is_jesus_to_me,
"A wonderful Savior is mine",,"He is mine",,"E. M. Bender",,a_wonderful_savior_is_mine,
"A wonderful Saviour is Jesus","A Wonderful Saviour","A wonderful Saviour is Jesus",,"John James",,a_wonderful_savior_is_jesus_a_wonderful,
"A wonderful song I'm singing today",,"This wonderful song I ever shall sing",,"James Rowe",,a_wonderful_song_im_singing_today,
"A wonderful song in praise of the Lord",,"That wonderful song I'll sing it some day",,"Eldridge Murphy",,a_wonderful_song_in_praise_of_the_lord,
"A wonderful story I often",,,,,,a_wonderful_story_i_often,
"A wonderful story I've heard from",,"God is love, yes, God is love",,"T. J. Porter",,a_wonderful_story_ive_heard_from,
"A wonderful story we have",,"Beautiful, beautiful story",,"W. B. Dingman",,a_wonderful_story_we_have,
"A wonderful theme is thrilling my soul","Wonderful theme of love","O wonderful theme of love",,"B. B. Edmiaston",,a_wonderful_theme_is_thrilling_my_soul,
"A wonderful time is just ahead",,"A wonderful time for you",,"Civilla D. Martin",,a_wonderful_time_is_just_ahead,
"A wonderful time is waiting up yonder","Heaven's my home","There's a place for me in that great city fair",,"L. O. Brock",,a_wonderful_time_is_waiting_up_yonder,
"A wonderful time that day will be",,"O won't that be a wonderful time",,"Willie Thigpen",,a_wonderful_time_that_day_will_be,
"A wonderful time 'twill be in heaven","There's glory just ahead",,,"Christopher C. Stafford",,a_wonderful_time_twill_be_in_heaven,
"A wonderful treasure of value untold","The gift of God's love to me",,,"Mrs. C. H. Morris",,a_wonderful_treasure_of_value_untold,
"A wonderful volume in heaven is kept",,"My name is recorded up there",,"Johnson Oatman",,a_wonderful_volume_in_heaven_is_kept,
"A wonderful, wonderful gospel","The scarlet thread","Are the precious ones all gathered in",,"Mrs. Frank A. Breck",,a_wonderful_wonderful_gospel,
"A wonderful word in the Bible I see","He never will leave me",,,"Eliza E. Hewitt",,a_wonderful_word_in_the_bible_i_see,
"A wondrous change Christ with us makes",,,,"Nikolaus Herman",,a_wondrous_change_christ_with_us_makes,
"A wondrous light shines from above","My guiding star","The Savior is my guiding star",,"Ira B. Dykes",,a_wondrous_light_shines_from_above,
"A wondrous mine of hidden wealth","Hidden riches","Eye hath not seen, ear hath not heard",,"Mrs. C. H. Morris",,a_wondrous_mine_of_hidden_wealth,
"A wondrous mystery is here","A Wondrous Mystery Is Here",,English,"M. Loy, 1828-1915",8.8.8.8,a_wondrous_mystery_is_here,
"A wondrous power of faithful prayer",,,,,,a_wondrous_power_of_faithful_prayer,
"A wondrous Savior is Jesus my Lord","He hideth my soul",,,"Fanny J. Crosby",,a_wondrous_savior_is_jesus_my_lord,
"A wondrous song was given to me",,"He put a song, a wonderful song, into my heart",,"C. Austin Miles",,a_wondrous_song_was_given_to_me,
"A wondrous star high heaven sent",,,,,,a_wondrous_star_high_heaven_sent,
"A wondrous star our pioneer",,,,"John Weiss",,a_wondrous_star_our_pioneer,
"A word, a word, a word fitly spoken is like apples of gold",,,,,,a_word_a_word_a_word,
"A word fitly spoken, my brother","Apples of gold","Grand army of Sunday School workers",,"John McPherson",,a_word_fitly_spoken_my_brother,
"A word from Jesus calms the sea",,,,"John Newton",,a_word_from_jesus_calms_the_sea,
"A word from my Father I need, day by",,,,"Eliza E. Hewitt",,a_word_from_my_father_i_need_day_by,
"A word from my Father I need, day by day  A word",,,,"Eliza E. Hewitt",,a_word_from_my_father_i_need_day_by_day_,
"A word, how oft its gentle power",,"If we would happy be",,,,a_word_how_oft_its_gentle_power,
"A word in season, spoke with power",,,,Dwight,,a_word_in_season_spoke_with_power,
"A word is just a little thing","Life's little things","The little things",,"May Justus",,a_word_is_just_a_little_thing,
"A word of prayer when the day begins",,"A word of prayer in the morning",,"Frances McKinnon Morton",,a_word_of_prayer_when_the_day_begins,
"A word there is, divine",,"That precious word",,"Mrs. R. N. Turner",,a_word_there_is_divine,
"A word to the Greatness on high",,,,,,a_word_to_the_greatness_on_high,
"A word to you, my brother","While He is passing by","O swift the moments fly",,"Johnson Oatman",,a_word_to_you_my_brother,
"A work hath Christ for thee to do",,,,,,a_work_hath_christ_for_thee_to_do,
"A workman in a village home",,,,"A. M. Pullen",,a_workman_in_a_village_home,
"A world in awful darkness lay","The missionary Savior",,,"Clarence M. Seamans",,a_world_in_awful_darkness_lay,
"[A World In Pain, A Baby's Cry]","A World In Pain, A Baby's Cry",,,"Christopher M. Idle",,a_world_in_pain_a_babys_cry,"<i>Light Upon the River</i> (Hope Publishing Company,, 1998)"
"A world in pain awaits","His life blood was the cost","They cry for help, O give",,"Robert Edgar",,a_world_in_pain_awaits,
"A world of children are lost","Let them come",,,"B. T. Shooks",,a_world_of_children_are_lost,
"A world of sinners once was drowned","A world of sinners once was drowned",,,"James Montgomery",8.8.8.8,a_world_of_sinners_once_was_drowned,
"A world of wondrous beauty I shall grace",,"There'll be glory in that world I know",,"E. W. G. Cooper",,a_world_of_wondrous_beauty_i_shall_grace,
"A worldling is crossing death's portal","You'll reap whatsoever you sow",,,"Elisha A. Hoffman",,a_worldling_is_crossing_deaths_portal,
"A worldling spent each day",,,,,,a_worldling_spent_each_day,
"A worldling spent each day  In luxury and state",,,,,,a_worldling_spent_each_day_in_luxury_and,
"A worldling wretched, vile and base",,,,,,a_worldling_wretched_vile_and_base,
"A worthy man of Paris town",,,,,,a_worthy_man_of_paris_town,
"A worthy soldier I would be",,"God helping me, I'll stand",,"William C. Martin",,a_worthy_soldier_i_would_be,
"A wounded conscience, what a foe",,,,"Edmund Butcher",,a_wounded_conscience_what_a_foe,
"[A Wounded Man Lay by the Road]","A Wounded Man Lay by the Road",,,"Herman G Stuempfle",,a_wounded_man_lay_by_the_road,"<i>Redeeming The Time</i> (G. I. A. Publications, 1997)"
"A wreath at the door ","A Christmas wreath",,,"Edith Sanford Tillotson",,a_wreath_at_the_door,
"A wreath of renown",,"A diadem there",,"Eden Reeder Latta",,a_wreath_of_renown,
"A wretched creature, Lord, I've been",,,,,,a_wretched_creature_lord_ive_been,
"A wretched man, both dumb and deaf",,,,,,a_wretched_man_both_dumb_and_deaf,
"A wretched wanderer far from God","O praise the Lord, my cup is full",,,"Henry J. Zelley",,a_wretched_wanderer_far_from_god,
"A year again has passed away",,,,,,another_week_has_passed_away_time_sw,
"A year again is now descending",,,,"P. A. Sveegen",,a_year_again_is_now_descending,
"A year ago our happy songs We mingled with",,"O welcome, O welcome, O welcome happy day",,"Fanny J. Crosby",,a_year_ago_our_happy_songs_we_mingled_wi,
"A year, another year is fled","A year, another year is fled",,,"James Montgomery",8.6.8.6,a_year_another_year_is_fled,
"A year has flown, what joys we've seen","Never grieve the Savior","And never grieve him, never",,"J. Shearman",,a_year_has_flown_what_joys_weve_seen,
"A year has gone, we come again",,"To God above",,"Theodore Wood",,a_year_has_gone_we_come_again,
"A year has passed, another yar",,,,,,a_year_has_passed_another_yar,
"A year has passed away",,"Ring out, O happy bells",,"L. G. Pentz",,a_year_has_passed_away,
"A year is dead, a year is born",,,,,,a_year_is_dead_a_year_is_born,
"A year is gone, another comes instead",,"A happy New Year",,"Horatius Bonar",,a_year_is_gone_another_comes_instead,
"A year of precious blessings",,,,"Fanny J. Crosby",,a_year_of_precious_blessings,
"A year [week] again has passed away",,"We come, we come, we come with songs to greet you",,,,a_year_week_again_has_passed_away,
"A year, with all its toils and cares",,,,,,a_year_with_all_its_toils_and_cares,
"A year's swift months have passed away",,,,"J. D. Chambers",,a_years_swift_months_have_passed_away,
