hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
PSSB1848,"The Public School Singing Book: a collection of original and other songs, odes, hymns, anthems, and chants used in the various public schools",,"Leary & Getz",Philadelphia,1848,,
QoSS1880,"The Quiver of Sacred Song, for use in Sunday School, Prayer Meetings, Gospel Meetings, etc.","Jno. R. Sweney; Wm. J. Kirkpatrick; John J. Hood","John J. Hood",Philadelphia,1880,,"Has Music"
RPS1895,"The Ravenswood Praise Service","R. H. Wilson; J. P. Tracy","J. P. Tracy","Chicago, Ill.",1895,,
RCLW1916,"The Re-Charged Live Wire","J. B. Herbert; Rodeheaver Co.","Rodeheaver Co.","Chicago, Ill.",1916,,
RBAC1866,"The Red Bird: A Collection","G. F. Root; B.  R. Hanby; Root & Cady","Root & Cady","Chicago, Ill.",1866,,
RP1906,"The Redeemer's Praise","G. W. Elderkin; W. J. Kirkpatrick; G. D. Elderkin Pub. Co.","G. D. Elderkin Pub. Co.","Chicago, Ill.",1906,,
RP1915,"The Redeemer's Praise","Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1915,,
RCH1878,"The Reformed Church Hymnal: with tunes","J. H. Good; I. H. Reiter; Samuel Mease; H. Reutenik","H. Reutenik","Cleveland, Oh.",1878,"Evangelical and Reformed Church","Has Music"
RMPH1828,"The Reformed Methodist Pocket Hymnal: Revised: collected from various authors. Designed for the worship of God in all Christian churches.","Stephen Carr","Stephen Carr","Taunton, Mass.",1828,"Reformed Methodist Episcopal Church","Has Music"
RS1842,"The Religious Songster: being a choice selection of hymns, adapted to the public and private devotions of Christians of all denominations: suitable to be used at missionary, temperance . . .","E. A. Rice","E. A. Rice","Lowell, Mass.",1842,,Temperance
RH21899,"The Revival Harp No. 2","John C. F. Kyger; Kyger Music Co.","Kyger Music Co.","Waco, Tex.",1899,,
RH1893,"The Revival Helper","Charles Walker Ray; S. Brainard's Sons","S. Brainard's Sons","Chicago, Ill.",1893,,
RMB1860,"The Revival Music Book","H. Waters; Horace Waters","Horace Waters","New York, N.Y.",1860,,
R21896,"The Revival No. 2: suitable for all kinds of religious meetings","Charlie D. Tillman; Charlie D. Tillman","Charlie D. Tillman","Atlanta, Ga.",1896,,"Has Music"
R31899,"The Revival No. 3: Suitable for All Kinds of Religious Meetings","Charlie D. Tillman; Charlie Tillman Song Book Co.","Charlie Tillman Song Book Company","Atlanta, Ga.",1899,,"Has Music"
R41903,"The Revival No. 4","Charlie D. Tillman; Charlie D. Tillman","Charlie D. Tillman","Atlanta, Ga.",1903,,"Has Music"
R61910,"The Revival No. 6","Charlie D. Tillman; Charlie D. Tillman Co.","Charlie D. Tillman Co.",Atlanta,1910,,"Has Music"
RSAK1890,"The Revival: suitable for all kinds of religious meetings","Tillman, Charlie D","Charlie D. Tillman",Atlanta,1890,,"No Hymns"
RW1887,"The Revival Wave: A Book of Revival Hymns and Music","G. W. Wilson; B. H. Kennedy; John J. Hood","John J. Hood",Philadelphia,1887,,"Has Music"
RCCR1868,"The Revivalist: a Collection of Choice Revival Hymns and Tunes","Joseph Hillman; Joseph Hillman","Joseph Hillman","New York, N.Y.",1868,,"Has Music"
RCPH1859,"The Revivalist: a Collection of Popular Hymns for Revival Occasions","J. Q. A. Fleharty; Charles Faxon","Charles Faxon","Galesburg, Ill.",1859,"Methodist Episcopal Church (North)",
RC101880,"The Revivalist: Containing One Hundred Choice Revival Hymns, and One Hundred and Twenty-five Choruses: Designed for Use On Revival Occasions. (1st ed)","L. McWherter; Cumberland Presbyterian Publishing House","Cumberland Presbyterian Publishing House",Nashville,1880,"Cumberland Presbyterian Church",
R4SS1874,"The Reward, for Sunday Schools","J. H. Kurzenknabe; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1874,,
RAAM1946,"The Richard Allen A.M.E. Hymnal, with Responsive Scripture Readings. Rev.","A.M.E. Book Concern","A.M.E. Book Concern","Philadelphia, Penn.",1946,"African Methodist Episcopal Church",
RoL1873,"The River of Life","H. S. Perkins; W. W. Bentley; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1873,,
RHB1912,"The Riverdale Hymn Book","Ira Seymour Dodd; Lindsay Bartholomew Longacre; Fleming H. Revell Co.","Fleming H. Revell Co.","New York",1912,,"Has Music"
RAC1866,"The Robin: A Collection","G. F. Root; B.  R. Hanby; Root & Cady","Root & Cady","Chicago, Ill.",1866,,
RB1914,"The Royal Banner","W. J. C. Thiel; Alois Bruner","Alois Bruner","Chicago, Ill.",1914,,
RF31882,"The Royal Fountain No.3: sacred songs and hymns for use in Sabbath-school or prayer meeting","Jno R. Sweney; Wm J. Kirkpatrick; John J. Hood","John J. Hood",Philadelphia,1882,,"Has Music"
RF41884,"The Royal Fountain No.4: sacred songs and hymns for use in Sabbath-school or prayer meeting","J. R. Sweney; John J. Hood; William J. Kirkpatrick","John J. Hood","Philadelphia, Penn.",1884,,"Has Music"
RQ1915,"The Royal Quest","L. DeArmond; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1915,,
RHBO1793,"The Rural harmony: being an original composition, in three and four parts ; for the use of singing schools and musical societies","Kimball, Jacob","Printed by Isaiah Thomas and Ebenezer T. Andrews",Boston,1793,,"No Hymns"
SABC1929,"The S.A.B. Choir No. 2","I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.","New York, N.Y.",1929,,
SC1859,"The Sabbath Chimes","C. C. Mudge",,"New York, N.Y.",1859,,
SH1888,"The Sabbath Hour","W. Ludden; Ludden and Bates Southern Music House","Ludden and Bates Southern Music House","Savannah,Ga.",1888,,
SHTB1870,"The Sabbath Hymn and Tune Book, for the Service of Song in the House of  the Lord","L. Mason; E. A. Park; Hamersley & Co.","Hamersley & Co.","Hartford, Conn.",1870,,
SHBB1858,"The Sabbath Hymn Book. Baptist ed.","Sheldon, Blakeman","Sheldon, Blakeman","New York, N.Y.",1858,"Baptist hymnals (general)",
SSCC1854,"The Sabbath School: a complete collection of hymns and tunes for Sabbath schools, families, and social gatherings","William Williams; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1854,,"Has Music"
SSB1859,"The Sabbath School Bell: a new collection of choice hymns and tunes, original and standard; carefully and simply arranged as solos, duietts, trios, semi-choruses and choruses, and for organ..(Enl. Ed)","Horace Waters; Presbyterian Board of Publication","Presbyterian Board of Publication",Philadelphia,1859,,"Has Music"
SSC1847,"The Sabbath School Choir","David Paine; New England Sabbath School Union","New England Sabbath School Union","Boston, Mass.",1847,,
SSG1863,"The Sabbath School Gem","Asa Hull; H. V. Degen & Son","H. V. Degen & Son","Boston, Mass.",1863,,
SSH1841,"The Sabbath School Harp: being a selection of tunes and hynns, adapted to the wants of Sabbath schools, families, and social meetings (2nd ed.)","Lowell Mason; Massachussetts Sabbath School Society","Massachussetts Sabbath School Society","Boston, Mass.",1837,,"Has Music"
SSH1862,"The Sabbath School Hosanna","E. Roberts; G. S. Schofield; American Sunday School Union Depository","G. S. Schofield / American Sunday School  Union Depository","New York, N.Y.",1862,,
SSHT1860,"The Sabbath School Hymn and Tune Book: selected from the Sabbath hymn and tune book","Edward A. Park; Austin Phelps; Mason Bros.; Lowell Mason; Francis Wayland","Mason Bros.","New York, N.Y.",1860,,"Has Music"
SSHB1860,"The Sabbath School Hymn Book","Presbyterian Publication Committee; Anson D. F. Randolph","Presbyterian Publication Committee / Anson D.F. Randolph","Philadelphia, Penn. ; New York, N.Y.",1860,"Presbyterian hymnals (general)",
SSH1904,"The Sabbath School Hymnal","I. S. Moses; Bloch Pub. Co.","Bloch Pub. Co.","New York, N.Y.",1904,"Jewish hymnals",
SSH31894,"The Sabbath School Hymnal, a collection of songs, services and responses for Jewish Sabbath schools, and homes 4th rev. ed.","I. S. Moses; I. S. Moses","I. S. Moses",Chicago,1897,"Jewish Congregations","Has Music"
SSL1848,"The Sabbath School Lute: a selection of hymns and appropriate melodies, adapted to the wants of Sabbath schools, families and social meetings","E. L. White; J. E. Gould; Benjamin B. Mussey & Co.","Oliver Ditson",Boston,1848,,"Has Music"
SSL1856,"The Sabbath School Lyre","New England Sabbath School Union","New England Sabbath School Union","Boston, Mass.",1856,,
SSL1848a,"The Sabbath School Lyre: a collection of hymns and music, original and selected, for general use in sabbath schools","New-England Sabbath School Union","New-England Sabbath School Union",Boston,1848,,"Has Music"
SSM1866,"The Sabbath School Melodist","J. G. Adams; R. A. Ballou","R. A. Ballou","Boston, Mass.",1866,,
SSM1850,"The Sabbath School Melodist: being a selection of hymns with appropriate music; for the use of Sabbath schools, families and social meetings","William M. Byrnes; Massachusetts Sabbath School Society","Massachusetts Sabbath School Society",Boston,1850,,"Has Music"
SSM1871,"The Sabbath School Minstrel: being a collection of the most popular hymns and tunes, together with a great variety of the best anniversary pieces. The whole forming a complete manual ...","J. B. Aikin; S. C. Collins","S. C. Collins",Philadelphia,1871,,"Has Music"
SSP1861,"The Sabbath School Pearl or the Sunday school Army singing Book: A New Collection of choice hymns and tunes for Sunday Schools, Anniversaries, Missionary Meetings, Infant Class Exercises, &c.","G. S. Schofield","G. S. Schofield","New York",1861,,"Has Music"
SSQ1879,"The Sabbath School Queen","C. E. Leslie; Chicago Music Co.","Chicago Music Co.","Chicago, Ill.",1879,,
SSSH1855,"The Sabbath School Service and Hymn Book","Crosby, Nichols &  Co.","Crosby, Nichols & Co.","Boston, Mass.",1855,,
SSSB1844,"The Sabbath School Singing Book","A. Fitz; E. B. Dearborn; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1844,,
SSTO1869,"The Sabbath School Timbrel ... On the Same Notation as ""The Timbrel of Zion""","T. K. Collins; S. C. Collins","S. C. Collins","Philadelphia, Penn.",1869,,
SHN1860,"The Sacred Harp. New ed.","B. F. White; E. J. King; S. C. Collins","S. C. Collins","Philadelphia, Penn.",1860,"Baptist hymnals (general)",
SHEH1842,"The Sacred Harp or Eclectic Harmony: a collection of church music, consisting of a great variety of psalm and hymn tunes, anthems, sacred songs and chants...(New ed., Rev. and Corr.)","Lowell Mason; Timothy B. Mason; Truman & Smith","Truman & Smith",Cincinnati,1835,,"Has Music"
SHCP1899,"The Sacred Hymnal: for the Church, Prayer Meetings, Young People's Meetings, Sunday Schools, Revivals, and religious meetings of all kinds","J. H.  Hall; J. H. Ruebush; W. H. Ruebush; Ruebush Kieffer","The Ruebush Kieffer Company","Dayton, Va.",1899,,"Has Music"
SL1855,"The Sacred Lute","E. T. Winkler; Southern Baptist Publication Society","Southern Baptist Publication Society",Charleston,1855,"Southern Baptist Convention, 1845-",
SL1859,"The Sacred Lyre","J. Aldrich; Andrew F. Graves","Andrew F. Graves","Boston, Mass.",1859,,
SL1828,"The Sacred Lyre","John Elliott",,"Lancaster, Penn.",1828,,
SL1840,"The Sacred Lyre","T. Hastings; Daniel Fanshaw","Daniel Fanshaw","New York, N.Y.",1840,,
SL1858,"The Sacred Lyre: a new collection of hymns and tunes, for social and family worship","Rev. J. Aldrich; Andrew F. Graves","Andrew F. Graves ",Boston,1858,,"Has Music"
SM1848,"The Sacred Melodeon","A. S. Hayden; T. K. and P.G. Collins","T. K. and P. G. Collins","Philadelphia, Penn.",1848,,
SMTJ1852,"The Sacred Melodeon and The Juvenile Numeral Singer","T. Harrison; T. Harrison","T. Harrison","Cincinnati, Oh.",1852,,
SM1856,"The Sacred Minstrel","A. Fitz; Hickling, Swan & Brown","Hickling, Swan & Brown","Boston, Mass.",1856,,
SS51825,"The Sacred Songster.  5th ed.","Amos Pilsbury",,"Columbia, S.C.",1825,,
STCR1892,"The Sacred Trio: comprising Redemption Songs, Showers of Blessing, The Joyful Sound (Word ed.)","John R. Sweney; Wm. J. Kirkpatrick; John J. Hood","John J. Hood",Philadelphia,1892,,
SoPR1870,"The Sacrifice of Praise. psalms, hymns, and spiritual songs designed for public worship and private devotion, with notes on the origin of hymns.","Brick Presbyterian Church, New York City; Charles Scribner & Co.","Charles Scribner and Company","New York",1869,"Presbyterian Church in the USA. Northern Presbyter",
SMoD1877,"The Sailors' Manual of Devotion","William Berrian, D. D.; John A. Gray","John A. Gray (Printer)","New York",1865,"Episcopal Church",
SDHP1968,"The Saint Dunstan Hymnal, Plainsong Hymns with Accompaniments, from the Manuscripts of the late Rev. Winfred Douglas","Sisters of Saint Mary; H. W. Gray Co.","H. W. Gray Co.","New York, N.Y.",1968,"(Protestant) Episcopal Church",
SJCS1870,"The Saint John's Church Sunday School Hymn Book","John Lovell","John Lovell","Montreal, Que.",1870,"Presbyterian Church in Canada",
SH1870,"The Saints' Harp","Reorganized Church of Jesus Christ of Latter Day Saints","Reorganized Church of Jesus Christ of Latter Day Saints","Lamoni, Ia.",1870,"Reorganized Church of Jesus Christ of Latter-Day S",
SH1940,"The Saints' Hymnal","Herald Publishing House","Herald Publishing House","Independence, Mo.",1940,"Reorganized Church of Jesus Christ of Latter-Day S",
SH1895,"The Saints' Hymnal","Herald Publishing House","Herald Publishing House","Lamoni, Ia.",1895,"Reorganized Church of Jesus Christ of Latter-Day S",
SAS1885,"The Salvation Army Solos","Thomas E. Moore; Headquarters: Lyceum","Headquarters: Lyceum","New York, N.Y.",1885,"Salvation Army",
SASS1886,"The Salvation Army Special Songs",,,"New York, N.Y.",1886,"Salvation Army",
SSS1880,"The Salvation Soldier's Song Book","William Booth; G. S. Railton","G. S. Railton","Philadelphia, Penn.",1880,"Salvation Army",
SSS1885b,"The Salvation Soldier's Song Book","Thomas E. Moore; Headquarters: Lyceum","Headquarters: Lyceum","New York, N.Y.",1885,"Salvation Army",
SHOG1914,"The Sanctuary Hymnal, published by Order of the General Conference of the United Brethren in Christ","J. P. Landis; United Brethren Printing Establishment","United Brethren Printing Establishment","Dayton, Oh.",1914,"United Brethren in Christ","Has Music"
S1857,"The Sanctus","Edward Hamilton; Phillips, Sampson & Co.","Phillips, Sampson & Co.","Boston, Mass.",1857,,
SarumH,"The Sarum Hymnal",,,,1869,"Church of England",
SHTB1876,"The School Hymn and Tune Book","J. D. Bartley; A. S. Barnes & Co.","A. S. Barnes & Co.","New York, N.Y.",1876,,
SHB1889,"The School Hymn Book","C. P. Morrison; White, Smith & Co.","White, Smith & Co.","New York, N.Y.",1889,,
SH1899,"The School Hymnal","Louis F. Benson; Presbyterian Board of Publication and Sabbath School Work","Presbyterian Board of Publication and Sabbath School Work",Philadelphia,1899,"Presbyterian Church in the USA. Northern Presbyter","Has Music"
SH1920,"The School Hymnal: a book of worship for young people","Milton S. Littlefield; Luella Gardner Littlefield; A. S. Barnes & Co.","A. S. Barnes & Co.","New York",1920,"Presbyterian Church in the U.S.A","Has Music"
SHNS1914,"The School Hymnal: Non-Sectarian Hymns","Willis Music Co.","Willis Music Co.","Cincinnati, Oh.",1914,,
SH1889,"The School Hymnary","J. A. Graves; Charles E. Merrill & Co.","Charles E. Merrill & Co.","New York, N.Y.",1889,,
SP1864,"The School Psalter","Alonzo Norton Lewis; Crosby & Ainsworth","Crosby & Ainsworth","Boston, Mass.",1864,,
SL1894,"The Search Light: a collection of songs for Sunday schools and gospel meetings","A. F. Myers; W. W. Whitney Co.","W. W. Whitney Co.","Toledo, Oh.",1894,,
SBB1955,"The Second Belfrey Book","K. K. Davis; Remick Music Corp.","Remick Music Corp.","New York, N.Y.",1955,,
SS1897,"The Seed Sower: a collection of songs for Sunday schools and gospel meetings","A. F. Myers; W. W. Whitney Co.","W. W. Whitney Co.","Toledo, Oh.",1897,,"Has Music"
SSBD1922,"The Selah Song Book (Das Sela Gesangbuch)","Adolf T. Hanser; Sotarion Pub. Co.","Sotarion Pub. Co.","New York, N.Y.",1922,"Lutheran hymnals (general)",
SSBW1932,"The Selah Song Book. Word ed.","A. T. Hanser; Sotarion Pub. Co.","Sotarion Pub. Co.","New York, N.Y.",1932,"Lutheran hymnals (general)",
SHSB1885,"The Select Hymn and Song Book","W. C. Vaden; Oliver W. Clay & Co.","Oliver W. Clay & Co.","Baltimore, Md.",1885,"Methodist hymnals (general)",
SHGU1935,"The Service Hymnal, compiled for the General Use in All Religious Services ...","Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1935,,
SH1904,"The Service Hymnal with an introductory service","Rabbi Jos. Krauskopf, D.D.; Edward Stern & Co.; Russel King Miller","Edward Stern & Co.",Philadelphia,1904,"Jewish hymnals","Has Music"
SoP1875,"The Service of Praise","William Tappan Eustis; Scribner, Armstrong & Co.","Scribner, Armstrong & Co.","New York, N.Y.",1875,,
SSBC1871,"The Service of  Song for Baptist Churches","S. L. Caldwell; Gould & Lincoln","Gould & Lincoln","Boston, Mass.",1871,"Baptist hymnals (general)",
SSBC1876,"The Service of Song for Baptist Churches","S. L. Caldwell; Sheldon",Sheldon,"New York, N.Y.",1876,"Baptist hymnals (general)",
SSB1917,"The Service Song Book","C. A. Barbour; Association Press","Association Press","New York, N.Y.",1917,,
SYA11879,"The Seven Years: A concert review service, 1873-1879","J. H. Vincent; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1879,,
SDAH1886,"The Seventh-Day Adventist Hymn and Tune Book: for use in divine worship","Edwin Barnes; Franklin Edson Beldon; Review & Herald","Review & Herald","Battle Creek, Mich.",1886,"Seventh-Day Adventist Church","Has Music"
SMHS1925,"The Sheet Music of Heaven (Spiritual Song); The Mighty Triumphs of Sacred Song","C. F. Derstine; Mennonite Publishing House","Mennonite Publishing House","Scottdale, Penn.",1925,"Mennonite hymnals (general)",
SMHT1926,"The Sheet Music of Heaven. The Mighty Triumphs of Sacred Song. 2nd ed.","C. F. Derstine; Mennonite Publishing House","Mennonite Publishing House","Scottdale, Penn.",1926,"Mennonite hymnals (general)",
S1914,"The Shepherd","C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.","Chicago, Ill.",1914,,
SC1897,"The Shepherd's Call","T. M. Towne; David C. Cook Pub. Co.","David C. Cook Pub. Co.","Chicago, Ill.",1897,,
SL1879,"The Shining Light: a varied collection of sacred songs for Sabbath-schools, social meetings and the home circle","J. H. Tenney; Aldine S. Kieffer; Ruebush Kieffer","Ruebush Kieffer","Dayton, Va.",1879,,"Has Music"
SR1875,"The Shining River: a collection of new music for Sunday schools","H. S. Perkins; W. O. Perkins; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,1875,,"Has Music"
SS1863,"The Shining Star : A New Collection of Hymns and Tunes for Sunday Schools","T. E. Perkins; F. J. Huntington","F. J. Huntington","New York",1863,,"Has Music"
SS1881,"The Shining Strand","Daniel Franklin Hodges; White, Smith & Co.","White, Smith & Co.","Boston, Mass.",1881,,
SW1897,"The Shining Way","D. W. Crist; D. W. Crist","D. W. Crist","Moultrie, Oh.",1897,,
SW21900,"The Shining Way No. 2","D. W. Crist; D. W. Crist","D. W. Crist","Moultrie, Oh.",1900,,
ST1910,"The Signal Triumph","Trio Music Co.","Trio Music Co.","Waco, Tex.",1910,,
SC1890,"The Silver Chime","G. F. Root; S. T. Gordon","S. T. Gordon","New York, N.Y.",1890,,
SC1862,"The Silver Chime: a cluster of Sabbath school melodies, tunes, sentences, chants, etc., for the use of children and teachers in their school exercises, devotions, and recreations, to which is added...","G. F. Root; Henry Tolman & Co.","Henry Tolman & Co.","Boston, Mass.",1862,,
SS1870,"The Silver Song","W. A. Ogden; W. W. Whitney","W. W. Whitney","Toledo, Oh.",1870,,
SS1868,"The Silver Spray","W. H. Doane; John Church","John Church","Cincinnati, Oh.",1868,,
SS1868a,"The Silver Spray","W. H. Doane; John Church","John Church","Cincinnati, Oh.",1868,,
SSNC1871,"The Silver Spray: a New and Choice Collection of Popular Sabbath School Music","W. H. Doane; John Church","John Church","Cincinnati, Oh.",1871,,
SS1920,"The Silver Star","B. B. Bateman; G. M. Bateman; Bateman Bros.","Bateman Bros.","Knoxville, Tenn.",1920,,
ST1889,"The Silver Trumpet: a collection of new and selected hymns; for use in public worship, revival services, prayer and social meetings, and Sunday schools","Dr. H. L. Gilmour; Capt. R. Nelson Carter; John J. Hood","John J. Hood",Philadelphia,1889,,"Has Music"
SC1854,"The Singer's Choice","Lindsey Watson; John P. Morton & Co.","John P. Morton & Co.","Louisville, Ky.",1854,,
SB1854a,"The Singing Book for Boys' and Girls' Meetings: a collection of easy songs and tunes","Wm. B. Bradbury; Ivison & Phinney","Ivison & Phinney","New York",1854,,"Has Music"
SC1933a,"The Singing Choir","O. Wheeler; H. DeLong; C. C. Birchard & Co.","C. C. Birchard & Co.","Boston, Mass.",1933,,
SP1866,"The Singing Pilgrim","Philip Phillips; Brainard & Sons; Philip Phillips & Co.","Brainard & Sons / Philip Phillips & Co.","New York, N.Y.",1866,,
SBAC1865,"The Snow-Bird: A Collection","G. F. Root; B.  R. Hanby; John Church","John Church","Cincinnati, Oh.",1865,,
SSSH1854,"The Social and Sabbath School Hymn-Book. (5th ed.)","George N. Allen,  A. M.; J. M. Fitch","J. M. Fitch","Oberlin, Oh.",1854,,
SH1855,"The Social Harp","J. G. McCurry; D. W. Patterson; J. F. Garst; T. K. Collins, Jr.","T. K. Collins, Jr.","Philadelphia, Penn.",1855,,
SHCR1849,"The Social Harp: Comprising the Richest Variety of Spiritual Songs ...","M. Bird; S. B. Howard; Cumberland Presbyterian Board of Publication","Cumberland Presbyterian Board of Publication","Louisville, Ky.",1849,"Cumberland Presbyterian Church",
SHR1854,"The Social Harp. Rev.","J. Anderson; S. B. Howard; Hull & Bro.","Hull & Bro.","Louisville, Ky.",1854,"Cumberland Presbyterian Church",
SLCS1840,"The Social Lyrist: a Collection of Sentimental, Patriotic and Pious Songs","J. H. Hickok; W. Orville Hickok","W. Orville Hickok","Harrisburg, Penn.",1840,,
SP1849,"The Social Psalmist: a new selection of hymns for conference meetings and family worship","Baron Stow; S. F. Smith; Gould, Kendall, and Lincoln","Gould, Kendall, and Lincoln",Boston,1849,"Baptist hymnals (general)",
SH1887,"The Sodalist's Hymnal: containing a collection of Catholic hymns set to oringinal and selected harmonized melodies, also The Little Office of the Immaculate Conception, The Vesper Compline Office ...","E. F. MacGonigle",,Philadelphia,1887,"Roman Catholic Church","Has Music"
SHB1861,"The Soldier's Hymn Book",Y.M.C.A.,Y.M.C.A.,"New York, N.Y.",1861,"Young Men's Christian Association",
SHB21863,"The Soldier's Hymn Book. 2nd ed.","South Carolina Tract Society","South Carolina Tract Society","Charleston, S.C.",1863,,
SHBC1864,"The Soldier's Hymn Book: for Camp Worship","Soldiers' Tract Association","Soldiers' Tract Association","Richmond, Va.",1864,,
SMDB1863,"The Soldier's Manual of Devotion, or Book of Common Prayer 2d ed.","J. G. Forman; A. Wiebusch & Son","A. Wiebusch & Son","Alton, IL",1863,,
SPB1861,"The Soldier's Pocket Book","Presbyterian Board of Publication","Presbyterian Board of Publication","Philadelphia, Penn.",1861,"Presbyterian Church in the USA. Northern Presbyter",
SBSA1953,"The Song Book of the Salvation Army","Territorial Headquarters","Territorial Headquarters","New York, N.Y.",1953,"Salvation Army",
SE1873,"The Song Evangel","E. P. Hammond; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1873,,
SE1901,"The Song Evangel","E. P. Hammond; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1901,,
SF11899,"The Song Feast No. 1","F. L. Eiland; Emmett S. Dean; Trio Music Co.","Trio Music Co.","Waco, Tex.",1899,,
SH1915,"The Song Harvest","Emmett S. Dean; Trio Music Co.","Trio Music Co.","Waco, Tex.",1915,,
SoP1914,"The Song of Praise","Adam Geibel Music Co.","Adam Geibel Music Co.","Philadelphia, Penn.",1914,,
SSMC1873,"The Song Service, a Manual of Choice and Favorite Hymns","H. T. Merrill; H. T. Merrill & Co.","H. T. Merrill & Co.","Chicago, Ill.",1873,"Methodist Episcopal Church (North)",
SS11900,"The Song Service, No.1","J. H. Showalter; T. B. Mosley; S. J. Perry; Normal Pub. Co.","Normal Pub. Co.","Boaz, Ala.",1900,,
SVSS1879,"The Song Victor for the Sunday School and Public School Use","R. A. Glenn","F. W. Helmick",Cincinnati,1878,,"Has Music"
SW1892,"The Song Wreath","E. O. Butterfield",,,1892,,
SoZ1918,"The Songs of Zion","Zion's Printing and Pub. Co.","Zion's Printing and Pub. Co.","Independence, Mo.",1918,"Church of Jesus Christ of Latter-Day Saints",
SZCC1908,"The Songs of Zion, a Collection of Choice Songs","Northern States Mission, LDS","Northern States Mission, LDS","Chicago, Ill.",1908,"Church of Jesus Christ of Latter-Day Saints",
SZTC1817,"The Songs of Zion: or, The Christian's New Hymn Book, for the Use of the Methodists","Joseph Cushing","Joseph Cushing","Baltimore, Md.",1817,"Methodist hymnals (general)",
SZCN1822,"The Songs of Zion: or, the Christian's New Hymn Book, for the Use of the Methodists. 2nd ed.","John Kingston; Cushing & Jewett","Cushing & Jewett","Baltimore, Md.",1822,"Methodist hymnals (general)",
SWR1908,"The Soul Winner. Rev.","George W. Sanville; Praise Pub. Co.","Praise Pub. Co.","Philadelphia, Penn.",1908,,
SWHS1904,"The Soul Winner's Hallelujah Songs","D. G. Bacon; Brown Bros.","Brown Bros.","Indianapolis, Ind.",1904,,
SWP1852,"The South Western Psalmist","Sidney Dyer; Morton & Griswold","Morton & Griswold","Louisville, Ky.",1852,"Southern Baptist Convention, 1845-",
SHMC1847,"The Southern Harmony, and Musical Companion. New ed.","William Walker; E. W. Miller","E. W. Miller",Philadelphia,1847,,"Shape Note"
SHMC1854,"The Southern Harmony and Musical Companion. New edition, thoroughly revised and much enlarged","E. W. Miller; William Walker","E. W. Miller",Philadelphia,1854,,"Has Music"
SP1859,"The Southern Psalmist","J. R. Graves; J. M. Pendleton; Graves, Marks & Co.","Graves, Marks & Co.","Nashville, Tenn.",1859,"Southern Baptist Convention, 1845-",
SPN1871,"The Southern Psalmist. New ed.","Goodwyn & Co.","Goodwyn & Co.","Memphis, Tenn.",1871,,
SZSH1864,"The Southern Zion's Songster: Hymns designed for Sabbath Schools, Prayer and Social Meetings","Christian Advocate Pub. Co.","Christian Advocate Pub. Co.","Raleigh, N.C.",1864,,
SM21857,"The Spirit Minstrel. 2nd ed.","J. B. Packard; J. S. Loveland; Bela March","Bela March","Boston, Mass.",1857,"Spiritualists (general)",
SoCS1915,"The Spirit of Christian Service","A. T. Brooks",,"New York, N.Y.",1915,,
SoP1882,"The Spirit of Praise: a collection of music with hymns for use in Sabbath-school services and church meetings","Alfred Arthur; Ingham, Clarke & Co.","Ingham, Clarke & Co.",Cleveland,1882,,"Has Music"
SH1868,"The Spiritual Harp","J. M. Peebles; J. O. Barrett; E. H. Bailey; William White & Co.","William White & Co.","Boston, Mass.",1868,"Spiritualists (general)",
SS1819,"The Spiritual Songster.  lst ed.","George Kolb","George Kolb","Fredericktown, Md.",1819,,
SP1914,"The Spring Processional","Lorenz Pub. Co.","Lorenz Pub. Co.","New York, N.Y.",1914,,
SCHS1835,"The Springfield Collection of Hymns for Sacred Worship","William B. O. Peabody; Samuel Bowles","Samuel Bowles / Leonard C. Bowles","Springfield, Mass. ; Boston, Mass.",1835,"Unitarian churches",
SAH1921,"The St. Alban Hymnal","St. Alban Press","St. Alban Press","Los Angeles, Calif. ; London, Eng. [etc.]",1921,"Liberal Catholic Church",
SCH41955,"The St. Cecilia Hymnal. 4th ed.","J. Alfred Schehl; Frederick Pustet Co.","Frederick Pustet Co.","New York, N.Y.",1955,"Roman Catholic Church",
SGHC1920,"The St. Gregory Hymnal and Catholic Choir Book. Singers' ed., Melody ed.","Nicola A. Montani; St. Gregory Guild","St. Gregory Guild",Philadelphia,1920,"Roman Catholic Church","Has Music"
SCH1888,"The Standard Church Hymnal","C. C. Cline; Standard Pub. Co.; Guide Printing & Pub. Co.","Standard Pub. Co. / Guide Printing & Pub. Co.","Cincinnati ; Louisville",1888,,"Has Music"
